%%TimeStamp	dp_x	dp_y	dp_z	dv_x	dv_y	dv_z	dq_x	dq_y	dq_z	dq_w	Dp_x	Dp_y	Dp_z	Dv_x	Dv_y	Dv_z	Dq_x	Dq_y	Dq_z	Dq_w	X_x	X_y	X_z	Xv_x	Xv_y	Xv_z	Xq_x	Xq_y	Xq_z	Xq_w	
0.011	-5.51685e-09	-4.40766e-08	-4.3914e-08	-1.10337e-05	-8.81532e-05	-8.7828e-05	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0109997	0.022002	0.022002	0.999934	2.00053	2.00053	0.999999	-0.000383973	0.000191986	-0.000959931	0.0219997	-2.02428e-06	-0.000594924	1.99993	-0.000528064	-0.108328	-0.000959931	-0.000191986	-0.000383973	-0.999999
0.012	-6.02e-09	-4.80908e-08	-4.78973e-08	-1.204e-05	-9.61816e-05	-9.57946e-05	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0119997	0.0240026	0.0240026	0.999922	2.00062	2.00062	0.999999	-0.000418879	0.00020944	-0.0010472	0.0239997	-2.60035e-06	-0.000708199	1.99992	-0.000624071	-0.118224	-0.0010472	-0.00020944	-0.000418879	-0.999999
0.013	-6.5235e-09	-5.2106e-08	-5.1879e-08	-1.3047e-05	-0.000104212	-0.000103758	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0129996	0.0260033	0.0260033	0.999909	2.00073	2.00073	0.999999	-0.000453786	0.000226893	-0.00113446	0.0259996	-3.27642e-06	-0.000831375	1.99991	-0.000728077	-0.128128	-0.00113446	-0.000226893	-0.000453786	-0.999999
0.014	-7.02725e-09	-5.61225e-08	-5.5859e-08	-1.40545e-05	-0.000112245	-0.000111718	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0139995	0.0280041	0.0280041	0.999895	2.00084	2.00084	0.999999	-0.000488692	0.000244346	-0.00122173	0.0279995	-4.0605e-06	-0.000964459	1.99989	-0.000840081	-0.13804	-0.00122173	-0.000244346	-0.000488692	-0.999999
0.015	-7.53125e-09	-6.014e-08	-5.98375e-08	-1.50625e-05	-0.00012028	-0.000119675	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0149994	0.030005	0.030005	0.99988	2.00096	2.00096	0.999999	-0.000523599	0.000261799	-0.001309	0.0299994	-4.96058e-06	-0.00110746	1.99988	-0.000960082	-0.14796	-0.001309	-0.000261799	-0.000523599	-0.999999
0.016	-8.03555e-09	-6.41585e-08	-6.38145e-08	-1.60711e-05	-0.000128317	-0.000127629	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0159993	0.032006	0.032006	0.999864	2.00109	2.00109	0.999999	-0.000558505	0.000279253	-0.00139626	0.0319993	-5.98467e-06	-0.00126038	1.99986	-0.00108808	-0.157888	-0.00139626	-0.000279253	-0.000558505	-0.999999
0.017	-8.5401e-09	-6.8178e-08	-6.779e-08	-1.70802e-05	-0.000136356	-0.00013558	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0169991	0.0340071	0.0340071	0.999847	2.00122	2.00122	0.999999	-0.000593412	0.000296706	-0.00148353	0.0339991	-7.14075e-06	-0.00142324	1.99985	-0.00122408	-0.167824	-0.00148353	-0.000296706	-0.000593412	-0.999999
0.018	-9.04495e-09	-7.2199e-08	-7.17635e-08	-1.80899e-05	-0.000144398	-0.000143527	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0179989	0.0360084	0.0360084	0.999829	2.00137	2.00137	0.999999	-0.000628318	0.000314159	-0.0015708	0.0359989	-8.43682e-06	-0.00159603	1.99983	-0.00136807	-0.177768	-0.0015708	-0.000314159	-0.000628318	-0.999999
0.019	-9.55005e-09	-7.62205e-08	-7.57355e-08	-1.91001e-05	-0.000152441	-0.000151471	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0189988	0.0380099	0.0380099	0.99981	2.00152	2.00152	0.999998	-0.000663225	0.000331613	-0.00165806	0.0379988	-9.88089e-06	-0.00177878	1.99981	-0.00152006	-0.18772	-0.00165806	-0.000331613	-0.000663225	-0.999998
0.02	-1.00555e-08	-8.02435e-08	-7.9706e-08	-2.01109e-05	-0.000160487	-0.000159412	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0199986	0.0400115	0.0400115	0.99979	2.00168	2.00168	0.999998	-0.000698132	0.000349066	-0.00174533	0.0399986	-1.14809e-05	-0.00197148	1.99979	-0.00168004	-0.197679	-0.00174533	-0.000349066	-0.000698132	-0.999998
0.021	-1.05611e-08	-8.4267e-08	-8.36745e-08	-2.11222e-05	-0.000168534	-0.000167349	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0209983	0.0420132	0.0420132	0.999769	2.00185	2.00185	0.999998	-0.000733038	0.000366519	-0.0018326	0.0419983	-1.3245e-05	-0.00217414	1.99977	-0.00184802	-0.207647	-0.0018326	-0.000366519	-0.000733038	-0.999998
0.022	-1.1067e-08	-8.8292e-08	-8.76415e-08	-2.21341e-05	-0.000176584	-0.000175283	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0219981	0.0440152	0.0440152	0.999747	2.00202	2.00202	0.999998	-0.000767945	0.000383972	-0.00191986	0.0439981	-1.5181e-05	-0.00238678	1.99975	-0.00202399	-0.217623	-0.00191986	-0.000383972	-0.000767945	-0.999998
0.023	-1.15733e-08	-9.23175e-08	-9.1607e-08	-2.31465e-05	-0.000184635	-0.000183214	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0229978	0.0460173	0.0460173	0.999724	2.00221	2.00221	0.999998	-0.000802851	0.000401426	-0.00200713	0.0459978	-1.7297e-05	-0.00260939	1.99972	-0.00220796	-0.227607	-0.00200713	-0.000401426	-0.000802851	-0.999998
0.024	-1.20798e-08	-9.6344e-08	-9.55705e-08	-2.41595e-05	-0.000192688	-0.000191141	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0239975	0.0480196	0.0480196	0.9997	2.0024	2.0024	0.999997	-0.000837758	0.000418879	-0.00209439	0.0479975	-1.96009e-05	-0.00284199	1.9997	-0.00239992	-0.237599	-0.00209439	-0.000418879	-0.000837758	-0.999997
0.025	-1.25865e-08	-1.00372e-07	-9.9532e-08	-2.51729e-05	-0.000200743	-0.000199064	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0249972	0.0500221	0.0500221	0.999675	2.0026	2.0026	0.999997	-0.000872664	0.000436332	-0.00218166	0.0499972	-2.21008e-05	-0.00308459	1.99967	-0.00259987	-0.247599	-0.00218166	-0.000436332	-0.000872664	-0.999997
0.026	-1.30935e-08	-1.044e-07	-1.03492e-07	-2.6187e-05	-0.0002088	-0.000206984	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0259969	0.0520248	0.0520248	0.999649	2.00281	2.00281	0.999997	-0.000907571	0.000453785	-0.00226893	0.0519969	-2.48046e-05	-0.0033372	1.99965	-0.00280781	-0.257607	-0.00226893	-0.000453785	-0.000907571	-0.999997
0.027	-1.36008e-08	-1.0843e-07	-1.07451e-07	-2.72016e-05	-0.000216859	-0.000214901	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0269965	0.0540277	0.0540277	0.999622	2.00302	2.00302	0.999997	-0.000942477	0.000471239	-0.00235619	0.0539965	-2.77204e-05	-0.00359981	1.99962	-0.00302374	-0.267623	-0.00235619	-0.000471239	-0.000942477	-0.999997
0.028	-1.41084e-08	-1.1246e-07	-1.11407e-07	-2.82167e-05	-0.000224919	-0.000222814	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0279961	0.0560309	0.0560308	0.999594	2.00325	2.00325	0.999996	-0.000977384	0.000488692	-0.00244346	0.0559961	-3.08561e-05	-0.00387245	1.99959	-0.00324766	-0.277647	-0.00244346	-0.000488692	-0.000977384	-0.999996
0.029	-1.46162e-08	-1.16491e-07	-1.15362e-07	-2.92324e-05	-0.000232982	-0.000230723	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0289957	0.0580342	0.0580342	0.999565	2.00348	2.00348	0.999996	-0.00101229	0.000506145	-0.00253073	0.0579957	-3.42197e-05	-0.00415511	1.99956	-0.00347957	-0.287678	-0.00253073	-0.000506145	-0.00101229	-0.999996
0.03	-1.51243e-08	-1.20523e-07	-1.19314e-07	-3.02486e-05	-0.000241046	-0.000238629	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0299953	0.0600378	0.0600378	0.999535	2.00372	2.00372	0.999996	-0.0010472	0.000523598	-0.00261799	0.0599953	-3.78192e-05	-0.00444781	1.99953	-0.00371946	-0.297718	-0.00261799	-0.000523598	-0.0010472	-0.999996
0.031	-1.56327e-08	-1.24556e-07	-1.23265e-07	-3.12653e-05	-0.000249111	-0.00024653	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0309948	0.0620417	0.0620416	0.999504	2.00397	2.00397	0.999996	-0.0010821	0.000541052	-0.00270526	0.0619948	-4.16626e-05	-0.00475055	1.9995	-0.00396734	-0.307766	-0.00270526	-0.000541052	-0.0010821	-0.999996
0.032	-1.61413e-08	-1.28589e-07	-1.27215e-07	-3.22826e-05	-0.000257178	-0.000254429	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0319943	0.0640458	0.0640457	0.999472	2.00422	2.00422	0.999995	-0.00111701	0.000558505	-0.00279252	0.0639943	-4.57579e-05	-0.00506334	1.99947	-0.00422321	-0.317822	-0.00279252	-0.000558505	-0.00111701	-0.999995
0.033	-1.66502e-08	-1.32624e-07	-1.31162e-07	-3.33004e-05	-0.000265247	-0.000262323	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0329937	0.0660501	0.0660501	0.999439	2.00449	2.00449	0.999995	-0.00115192	0.000575958	-0.00287979	0.0659937	-5.0113e-05	-0.0053862	1.99944	-0.00448706	-0.327886	-0.00287979	-0.000575958	-0.00115192	-0.999995
0.034	-1.71594e-08	-1.36659e-07	-1.35107e-07	-3.43188e-05	-0.000273318	-0.000270214	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0339932	0.0680547	0.0680547	0.999405	2.00476	2.00476	0.999995	-0.00118682	0.000593411	-0.00296706	0.0679932	-5.4736e-05	-0.00571912	1.9994	-0.0047589	-0.337957	-0.00296706	-0.000593411	-0.00118682	-0.999995
0.035	-1.76689e-08	-1.40695e-07	-1.3905e-07	-3.53377e-05	-0.000281389	-0.0002781	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0349925	0.0700596	0.0700596	0.99937	2.00504	2.00504	0.999994	-0.00122173	0.000610864	-0.00305432	0.0699925	-5.96348e-05	-0.00606211	1.99937	-0.00503872	-0.348037	-0.00305432	-0.000610864	-0.00122173	-0.999994
0.036	-1.81785e-08	-1.44731e-07	-1.42991e-07	-3.63571e-05	-0.000289463	-0.000285983	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0359919	0.0720648	0.0720648	0.999334	2.00533	2.00532	0.999994	-0.00125664	0.000628318	-0.00314159	0.0719919	-6.48174e-05	-0.0064152	1.99933	-0.00532652	-0.358125	-0.00314159	-0.000628318	-0.00125664	-0.999994
0.037	-1.86885e-08	-1.48769e-07	-1.46931e-07	-3.7377e-05	-0.000297538	-0.000293862	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0369912	0.0740703	0.0740703	0.999297	2.00562	2.00562	0.999994	-0.00129154	0.000645771	-0.00322885	0.0739912	-7.02919e-05	-0.00677837	1.9993	-0.0056223	-0.36822	-0.00322885	-0.000645771	-0.00129154	-0.999994
0.038	-1.91988e-08	-1.52807e-07	-1.50869e-07	-3.83975e-05	-0.000305614	-0.000301738	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0379905	0.0760761	0.076076	0.999259	2.00593	2.00592	0.999993	-0.00132645	0.000663224	-0.00331612	0.0759905	-7.6066e-05	-0.00715164	1.99926	-0.00592605	-0.378324	-0.00331612	-0.000663224	-0.00132645	-0.999993
0.039	-1.97093e-08	-1.56846e-07	-1.54805e-07	-3.94186e-05	-0.000313691	-0.000309609	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0389897	0.0780821	0.0780821	0.99922	2.00624	2.00624	0.999993	-0.00136135	0.000680677	-0.00340339	0.0779897	-8.21479e-05	-0.00753502	1.99922	-0.00623779	-0.388436	-0.00340339	-0.000680677	-0.00136135	-0.999993
0.04	-2.02201e-08	-1.60886e-07	-1.58738e-07	-4.04401e-05	-0.000321771	-0.000317476	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0399889	0.0800885	0.0800885	0.99918	2.00656	2.00656	0.999993	-0.00139626	0.00069813	-0.00349065	0.0799889	-8.85456e-05	-0.00792852	1.99918	-0.0065575	-0.398555	-0.00349065	-0.00069813	-0.00139626	-0.999993
0.041	-2.07311e-08	-1.64926e-07	-1.6267e-07	-4.14622e-05	-0.000329851	-0.000325339	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0409881	0.0820953	0.0820952	0.999139	2.00689	2.00688	0.999992	-0.00143117	0.000715583	-0.00357792	0.0819881	-9.52669e-05	-0.00833213	1.99914	-0.00688519	-0.408683	-0.00357792	-0.000715583	-0.00143117	-0.999992
0.042	-2.12425e-08	-1.68966e-07	-1.66599e-07	-4.24849e-05	-0.000337932	-0.000333198	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0419872	0.0841023	0.0841023	0.999097	2.00722	2.00722	0.999992	-0.00146607	0.000733037	-0.00366518	0.0839872	-0.00010232	-0.00874589	1.9991	-0.00722085	-0.418818	-0.00366518	-0.000733037	-0.00146607	-0.999992
0.043	-2.1754e-08	-1.73007e-07	-1.70526e-07	-4.3508e-05	-0.000346015	-0.000341053	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0429863	0.0861097	0.0861097	0.999054	2.00756	2.00756	0.999992	-0.00150098	0.00075049	-0.00375245	0.0859863	-0.000109713	-0.00916978	1.99905	-0.00756448	-0.428962	-0.00375245	-0.00075049	-0.00150098	-0.999992
0.044	-2.22659e-08	-1.7705e-07	-1.74452e-07	-4.45317e-05	-0.000354099	-0.000348904	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0439853	0.0881175	0.0881174	0.99901	2.00792	2.00791	0.999991	-0.00153589	0.000767943	-0.00383971	0.0879853	-0.000117453	-0.00960381	1.99901	-0.00791608	-0.439113	-0.00383971	-0.000767943	-0.00153589	-0.999991
0.045	-2.2778e-08	-1.81093e-07	-1.78376e-07	-4.55559e-05	-0.000362185	-0.000356751	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0449843	0.0901255	0.0901255	0.998965	2.00828	2.00827	0.999991	-0.00157079	0.000785396	-0.00392698	0.0899843	-0.000125549	-0.010048	1.99896	-0.00827566	-0.449273	-0.00392698	-0.000785396	-0.00157079	-0.999991
0.046	-2.32903e-08	-1.85136e-07	-1.82297e-07	-4.65806e-05	-0.000370271	-0.000364594	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0459832	0.092134	0.092134	0.998919	2.00864	2.00864	0.99999	-0.0016057	0.000802849	-0.00401425	0.0919832	-0.000134008	-0.0105024	1.99892	-0.0086432	-0.45944	-0.00401425	-0.000802849	-0.0016057	-0.99999
0.047	-2.3803e-08	-1.8918e-07	-1.86216e-07	-4.76059e-05	-0.000378359	-0.000372432	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0469821	0.0941428	0.0941428	0.998872	2.00902	2.00902	0.99999	-0.0016406	0.000820302	-0.00410151	0.0939821	-0.000142839	-0.0109669	1.99887	-0.00901871	-0.469616	-0.00410151	-0.000820302	-0.0016406	-0.99999
0.048	-2.43159e-08	-1.93224e-07	-1.90134e-07	-4.86317e-05	-0.000386447	-0.000380267	8.72665e-05	1.74533e-05	3.49066e-05	1	0.047981	0.096152	0.096152	0.998824	2.0094	2.0094	0.999989	-0.00167551	0.000837755	-0.00418878	0.095981	-0.00015205	-0.0114416	1.99882	-0.00940218	-0.479799	-0.00418878	-0.000837755	-0.00167551	-0.999989
0.049	-2.4829e-08	-1.97269e-07	-1.94049e-07	-4.9658e-05	-0.000394537	-0.000388097	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0489798	0.0981616	0.0981616	0.998775	2.00979	2.00979	0.999989	-0.00171042	0.000855209	-0.00427604	0.0979798	-0.000161648	-0.0119265	1.99877	-0.00979362	-0.48999	-0.00427604	-0.000855209	-0.00171042	-0.999989
0.05	-2.53425e-08	-2.01314e-07	-1.97961e-07	-5.06849e-05	-0.000402628	-0.000395922	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0499785	0.100172	0.100172	0.998725	2.01019	2.01019	0.999989	-0.00174532	0.000872662	-0.00436331	0.0999785	-0.000171641	-0.0124216	1.99872	-0.010193	-0.50019	-0.00436331	-0.000872662	-0.00174532	-0.999989
0.051	-2.58561e-08	-2.0536e-07	-2.01872e-07	-5.17122e-05	-0.00041072	-0.000403744	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0509772	0.102182	0.102182	0.998674	2.0106	2.0106	0.999988	-0.00178023	0.000890115	-0.00445057	0.101977	-0.000182038	-0.0129269	1.99867	-0.0106004	-0.510397	-0.00445057	-0.000890115	-0.00178023	-0.999988
0.052	-2.63701e-08	-2.09406e-07	-2.05781e-07	-5.27401e-05	-0.000418812	-0.000411561	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0519759	0.104193	0.104193	0.998622	2.01102	2.01101	0.999988	-0.00181514	0.000907568	-0.00453784	0.103976	-0.000192846	-0.0134424	1.99862	-0.0110157	-0.520612	-0.00453784	-0.000907568	-0.00181514	-0.999988
0.053	-2.68843e-08	-2.13453e-07	-2.09687e-07	-5.37685e-05	-0.000426906	-0.000419373	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0529745	0.106204	0.106204	0.998569	2.01144	2.01144	0.999987	-0.00185004	0.000925021	-0.0046251	0.105974	-0.000204073	-0.0139681	1.99857	-0.011439	-0.530835	-0.0046251	-0.000925021	-0.00185004	-0.999987
0.054	-2.73988e-08	-2.17501e-07	-2.13591e-07	-5.47975e-05	-0.000435001	-0.000427181	8.72665e-05	1.74533e-05	3.49066e-05	1	0.053973	0.108216	0.108216	0.998515	2.01187	2.01187	0.999987	-0.00188495	0.000942474	-0.00471237	0.107973	-0.000215728	-0.0145041	1.99851	-0.0118702	-0.541066	-0.00471237	-0.000942474	-0.00188495	-0.999987
0.055	-2.79135e-08	-2.21548e-07	-2.17493e-07	-5.58269e-05	-0.000443096	-0.000434985	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0549715	0.110228	0.110228	0.99846	2.01231	2.01231	0.999986	-0.00191985	0.000959927	-0.00479964	0.109972	-0.000227817	-0.0150502	1.99846	-0.0123094	-0.551305	-0.00479964	-0.000959927	-0.00191985	-0.999986
0.056	-2.84285e-08	-2.25596e-07	-2.21392e-07	-5.68569e-05	-0.000451192	-0.000442784	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0559699	0.11224	0.11224	0.998404	2.01276	2.01275	0.999986	-0.00195476	0.00097738	-0.0048869	0.11197	-0.00024035	-0.0156067	1.9984	-0.0127565	-0.561552	-0.0048869	-0.00097738	-0.00195476	-0.999986
0.057	-2.89437e-08	-2.29645e-07	-2.2529e-07	-5.78874e-05	-0.000459289	-0.000450579	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0569683	0.114253	0.114253	0.998347	2.01321	2.01321	0.999985	-0.00198967	0.000994833	-0.00497417	0.113968	-0.000253334	-0.0161733	1.99835	-0.0132116	-0.571807	-0.00497417	-0.000994833	-0.00198967	-0.999985
0.058	-2.94592e-08	-2.33694e-07	-2.29185e-07	-5.89184e-05	-0.000467387	-0.000458369	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0579666	0.116267	0.116267	0.998289	2.01367	2.01367	0.999985	-0.00202457	0.00101229	-0.00506143	0.115967	-0.000266777	-0.0167503	1.99829	-0.0136747	-0.58207	-0.00506143	-0.00101229	-0.00202457	-0.999985
0.059	-2.99749e-08	-2.37742e-07	-2.33077e-07	-5.99499e-05	-0.000475485	-0.000466155	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0589649	0.118281	0.118281	0.99823	2.01415	2.01414	0.999984	-0.00205948	0.00102974	-0.0051487	0.117965	-0.000280688	-0.0173375	1.99823	-0.0141456	-0.592341	-0.0051487	-0.00102974	-0.00205948	-0.999984
0.06	-3.0491e-08	-2.41792e-07	-2.36968e-07	-6.0982e-05	-0.000483584	-0.000473936	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0599631	0.120295	0.120295	0.99817	2.01462	2.01462	0.999984	-0.00209438	0.00104719	-0.00523596	0.119963	-0.000295073	-0.017935	1.99817	-0.0146246	-0.60262	-0.00523596	-0.00104719	-0.00209438	-0.999984
0.061	-3.10073e-08	-2.45842e-07	-2.40857e-07	-6.20145e-05	-0.000491684	-0.000481713	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0609612	0.12231	0.12231	0.998109	2.01511	2.01511	0.999983	-0.00212929	0.00106465	-0.00532323	0.121961	-0.000309941	-0.0185427	1.99811	-0.0151114	-0.612906	-0.00532323	-0.00106465	-0.00212929	-0.999983
0.062	-3.15238e-08	-2.49893e-07	-2.44742e-07	-6.30476e-05	-0.000499785	-0.000489484	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0619593	0.124325	0.124325	0.998047	2.01561	2.0156	0.999982	-0.0021642	0.0010821	-0.00541049	0.123959	-0.0003253	-0.0191608	1.99805	-0.0156063	-0.623201	-0.00541049	-0.0010821	-0.0021642	-0.999982
0.063	-3.20406e-08	-2.53943e-07	-2.48626e-07	-6.40812e-05	-0.000507886	-0.000497251	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0629573	0.126341	0.126341	0.997984	2.01611	2.0161	0.999982	-0.0021991	0.00109955	-0.00549776	0.125957	-0.000341157	-0.0197891	1.99798	-0.016109	-0.633504	-0.00549776	-0.00109955	-0.0021991	-0.999982
0.064	-3.25577e-08	-2.57994e-07	-2.52507e-07	-6.51153e-05	-0.000515987	-0.000505014	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0639553	0.128358	0.128357	0.99792	2.01662	2.01661	0.999981	-0.00223401	0.001117	-0.00558502	0.127955	-0.000357522	-0.0204278	1.99792	-0.0166197	-0.643814	-0.00558502	-0.001117	-0.00223401	-0.999981
0.065	-3.3075e-08	-2.62045e-07	-2.56386e-07	-6.61499e-05	-0.000524089	-0.000512771	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0649532	0.130374	0.130374	0.997855	2.01714	2.01713	0.999981	-0.00226891	0.00113446	-0.00567229	0.129953	-0.000374401	-0.0210768	1.99786	-0.0171383	-0.654133	-0.00567229	-0.00113446	-0.00226891	-0.999981
0.066	-3.35925e-08	-2.66096e-07	-2.60262e-07	-6.7185e-05	-0.000532192	-0.000520524	8.72665e-05	1.74533e-05	3.49066e-05	1	0.065951	0.132392	0.132392	0.997789	2.01766	2.01766	0.99998	-0.00230382	0.00115191	-0.00575955	0.131951	-0.000391802	-0.0217361	1.99779	-0.0176649	-0.664459	-0.00575955	-0.00115191	-0.00230382	-0.99998
0.067	-3.41104e-08	-2.70148e-07	-2.64136e-07	-6.82207e-05	-0.000540295	-0.000528272	8.72665e-05	1.74533e-05	3.49066e-05	1	0.0669487	0.13441	0.13441	0.997722	2.0182	2.01819	0.999979	-0.00233873	0.00116936	-0.00584682	0.133949	-0.000409734	-0.0224057	1.99772	-0.0181994	-0.674793	-0.00584682	-0.00116936	-0.00233873	-0.999979
