%%TimeStamp	dp_x	dp_y	dp_z	dv_x	dv_y	dv_z	dq_x	dq_y	dq_z	dq_w	Dp_x	Dp_y	Dp_z	Dv_x	Dv_y	Dv_z	Dq_x	Dq_y	Dq_z	Dq_w	X_x	X_y	X_z	Xv_x	Xv_y	Xv_z	Xq_x	Xq_y	Xq_z	Xq_w	
2.267	-3.60723e-07	4.52278e-06	5.5387e-06	-0.000721447	0.00904556	0.0110774	8.72665e-05	1.74533e-05	3.49066e-05	1	0.76539	10.0498	-15.1558	-0.642551	4.34934	-17.8867	0.976609	-0.0785153	0.0392576	-0.196288	3.03239	-5.51577	-5.4927	0.357449	-2.34934	-2.3299	-0.196288	-0.0392576	-0.0785153	-0.976609
2.268	-3.60198e-07	4.52464e-06	5.5383e-06	-0.000720397	0.00904929	0.0110766	8.72665e-05	1.74533e-05	3.49066e-05	1	0.764747	10.0541	-15.1737	-0.643318	4.3454	-17.9004	0.976588	-0.0785494	0.0392747	-0.196373	3.03275	-5.51811	-5.49503	0.356682	-2.3454	-2.32595	-0.196373	-0.0392747	-0.0785494	-0.976588
2.269	-3.59674e-07	4.5265e-06	5.53795e-06	-0.000719348	0.009053	0.0110759	8.72665e-05	1.74533e-05	3.49066e-05	1	0.764103	10.0585	-15.1916	-0.644084	4.34145	-17.9142	0.976568	-0.0785835	0.0392917	-0.196459	3.0331	-5.52046	-5.49735	0.355916	-2.34145	-2.322	-0.196459	-0.0392917	-0.0785835	-0.976568
2.27	-3.59149e-07	4.52834e-06	5.53755e-06	-0.000718299	0.00905669	0.0110751	8.72665e-05	1.74533e-05	3.49066e-05	1	0.763458	10.0628	-15.2095	-0.64485	4.33751	-17.9279	0.976547	-0.0786176	0.0393088	-0.196544	3.03346	-5.5228	-5.49967	0.35515	-2.33751	-2.31805	-0.196544	-0.0393088	-0.0786176	-0.976547
2.271	-3.58625e-07	4.53018e-06	5.53715e-06	-0.000717251	0.00906036	0.0110743	8.72665e-05	1.74533e-05	3.49066e-05	1	0.762813	10.0671	-15.2275	-0.645615	4.33357	-17.9417	0.976527	-0.0786516	0.0393258	-0.196629	3.03381	-5.52513	-5.50199	0.354385	-2.33357	-2.3141	-0.196629	-0.0393258	-0.0786516	-0.976527
2.272	-3.58102e-07	4.532e-06	5.53675e-06	-0.000716204	0.00906401	0.0110735	8.72665e-05	1.74533e-05	3.49066e-05	1	0.762167	10.0715	-15.2454	-0.646379	4.32962	-17.9555	0.976506	-0.0786857	0.0393429	-0.196714	3.03417	-5.52746	-5.5043	0.353621	-2.32962	-2.31015	-0.196714	-0.0393429	-0.0786857	-0.976506
2.273	-3.57579e-07	4.53382e-06	5.53635e-06	-0.000715158	0.00906763	0.0110727	8.72665e-05	1.74533e-05	3.49066e-05	1	0.76152	10.0758	-15.2634	-0.647142	4.32567	-17.9692	0.976485	-0.0787198	0.0393599	-0.1968	3.03452	-5.52979	-5.50661	0.352858	-2.32567	-2.30619	-0.1968	-0.0393599	-0.0787198	-0.976485
2.274	-3.57056e-07	4.53562e-06	5.5359e-06	-0.000714112	0.00907124	0.0110718	8.72665e-05	1.74533e-05	3.49066e-05	1	0.760873	10.0801	-15.2814	-0.647905	4.32172	-17.983	0.976465	-0.0787539	0.039377	-0.196885	3.03487	-5.53211	-5.50891	0.352095	-2.32172	-2.30224	-0.196885	-0.039377	-0.0787539	-0.976465
2.275	-3.56534e-07	4.53741e-06	5.5355e-06	-0.000713068	0.00907483	0.011071	8.72665e-05	1.74533e-05	3.49066e-05	1	0.760225	10.0844	-15.2994	-0.648668	4.31777	-17.9967	0.976444	-0.078788	0.039394	-0.19697	3.03522	-5.53443	-5.51121	0.351332	-2.31777	-2.29828	-0.19697	-0.039394	-0.078788	-0.976444
2.276	-3.56012e-07	4.53919e-06	5.5351e-06	-0.000712024	0.00907839	0.0110702	8.72665e-05	1.74533e-05	3.49066e-05	1	0.759576	10.0888	-15.3174	-0.649429	4.31382	-18.0105	0.976424	-0.0788221	0.039411	-0.197055	3.03558	-5.53675	-5.51351	0.350571	-2.31382	-2.29432	-0.197055	-0.039411	-0.0788221	-0.976424
2.277	-3.55491e-07	4.54097e-06	5.53465e-06	-0.000710981	0.00908193	0.0110693	8.72665e-05	1.74533e-05	3.49066e-05	1	0.758926	10.0931	-15.3354	-0.65019	4.30987	-18.0242	0.976403	-0.0788562	0.0394281	-0.19714	3.03593	-5.53906	-5.5158	0.34981	-2.30987	-2.29036	-0.19714	-0.0394281	-0.0788562	-0.976403
2.278	-3.54969e-07	4.54273e-06	5.5342e-06	-0.000709939	0.00908546	0.0110684	8.72665e-05	1.74533e-05	3.49066e-05	1	0.758275	10.0974	-15.3534	-0.650951	4.30592	-18.038	0.976382	-0.0788902	0.0394451	-0.197226	3.03628	-5.54137	-5.51809	0.349049	-2.30592	-2.2864	-0.197226	-0.0394451	-0.0788902	-0.976382
2.279	-3.54449e-07	4.54448e-06	5.5338e-06	-0.000708898	0.00908896	0.0110676	8.72665e-05	1.74533e-05	3.49066e-05	1	0.757624	10.1017	-15.3714	-0.651711	4.30196	-18.0518	0.976362	-0.0789243	0.0394622	-0.197311	3.03662	-5.54367	-5.52037	0.348289	-2.30196	-2.28244	-0.197311	-0.0394622	-0.0789243	-0.976362
2.28	-3.53928e-07	4.54622e-06	5.53335e-06	-0.000707857	0.00909244	0.0110667	8.72665e-05	1.74533e-05	3.49066e-05	1	0.756972	10.106	-15.3895	-0.65247	4.29801	-18.0655	0.976341	-0.0789584	0.0394792	-0.197396	3.03697	-5.54597	-5.52265	0.34753	-2.29801	-2.27848	-0.197396	-0.0394792	-0.0789584	-0.976341
2.281	-3.53409e-07	4.54795e-06	5.5329e-06	-0.000706818	0.0090959	0.0110658	8.72665e-05	1.74533e-05	3.49066e-05	1	0.756319	10.1103	-15.4076	-0.653228	4.29405	-18.0793	0.97632	-0.0789925	0.0394962	-0.197481	3.03732	-5.54827	-5.52493	0.346772	-2.29405	-2.27451	-0.197481	-0.0394962	-0.0789925	-0.97632
2.282	-3.52889e-07	4.54967e-06	5.53245e-06	-0.000705779	0.00909934	0.0110649	8.72665e-05	1.74533e-05	3.49066e-05	1	0.755665	10.1146	-15.4257	-0.653986	4.29009	-18.0931	0.9763	-0.0790266	0.0395133	-0.197566	3.03767	-5.55056	-5.5272	0.346014	-2.29009	-2.27055	-0.197566	-0.0395133	-0.0790266	-0.9763
2.283	-3.5237e-07	4.55138e-06	5.532e-06	-0.000704741	0.00910276	0.011064	8.72665e-05	1.74533e-05	3.49066e-05	1	0.755011	10.1189	-15.4438	-0.654743	4.28613	-18.1068	0.976279	-0.0790606	0.0395303	-0.197652	3.03801	-5.55285	-5.52947	0.345257	-2.28613	-2.26658	-0.197652	-0.0395303	-0.0790606	-0.976279
2.284	-3.51852e-07	4.55308e-06	5.53155e-06	-0.000703704	0.00910616	0.0110631	8.72665e-05	1.74533e-05	3.49066e-05	1	0.754356	10.1231	-15.4619	-0.655499	4.28217	-18.1206	0.976258	-0.0790947	0.0395474	-0.197737	3.03836	-5.55513	-5.53174	0.344501	-2.28217	-2.26262	-0.197737	-0.0395474	-0.0790947	-0.976258
2.285	-3.51334e-07	4.55477e-06	5.53105e-06	-0.000702668	0.00910954	0.0110621	8.72665e-05	1.74533e-05	3.49066e-05	1	0.7537	10.1274	-15.48	-0.656255	4.27821	-18.1344	0.976238	-0.0791288	0.0395644	-0.197822	3.0387	-5.55741	-5.534	0.343745	-2.27821	-2.25865	-0.197822	-0.0395644	-0.0791288	-0.976238
2.286	-3.50816e-07	4.55644e-06	5.5306e-06	-0.000701633	0.00911289	0.0110612	8.72665e-05	1.74533e-05	3.49066e-05	1	0.753043	10.1317	-15.4981	-0.65701	4.27425	-18.1481	0.976217	-0.0791629	0.0395814	-0.197907	3.03904	-5.55969	-5.53625	0.34299	-2.27425	-2.25468	-0.197907	-0.0395814	-0.0791629	-0.976217
2.287	-3.50299e-07	4.55811e-06	5.53015e-06	-0.000700599	0.00911623	0.0110603	8.72665e-05	1.74533e-05	3.49066e-05	1	0.752386	10.136	-15.5163	-0.657765	4.27028	-18.1619	0.976196	-0.079197	0.0395985	-0.197992	3.03939	-5.56196	-5.53851	0.342235	-2.27028	-2.25071	-0.197992	-0.0395985	-0.079197	-0.976196
2.288	-3.49782e-07	4.55977e-06	5.52965e-06	-0.000699565	0.00911954	0.0110593	8.72665e-05	1.74533e-05	3.49066e-05	1	0.751728	10.1402	-15.5345	-0.658519	4.26632	-18.1757	0.976175	-0.079231	0.0396155	-0.198078	3.03973	-5.56423	-5.54076	0.341481	-2.26632	-2.24673	-0.198078	-0.0396155	-0.079231	-0.976175
2.289	-3.49267e-07	4.56142e-06	5.52915e-06	-0.000698533	0.00912283	0.0110583	8.72665e-05	1.74533e-05	3.49066e-05	1	0.751069	10.1445	-15.5527	-0.659272	4.26235	-18.1894	0.976155	-0.0792651	0.0396326	-0.198163	3.04007	-5.5665	-5.543	0.340728	-2.26235	-2.24276	-0.198163	-0.0396326	-0.0792651	-0.976155
2.29	-3.4875e-07	4.56305e-06	5.5287e-06	-0.000697501	0.00912611	0.0110574	8.72665e-05	1.74533e-05	3.49066e-05	1	0.750409	10.1488	-15.5708	-0.660025	4.25838	-18.2032	0.976134	-0.0792992	0.0396496	-0.198248	3.04041	-5.56876	-5.54524	0.339975	-2.25838	-2.23879	-0.198248	-0.0396496	-0.0792992	-0.976134
2.291	-3.48235e-07	4.56468e-06	5.5282e-06	-0.000696471	0.00912936	0.0110564	8.72665e-05	1.74533e-05	3.49066e-05	1	0.749749	10.153	-15.5891	-0.660776	4.25441	-18.217	0.976113	-0.0793332	0.0396666	-0.198333	3.04075	-5.57101	-5.54748	0.339224	-2.25441	-2.23481	-0.198333	-0.0396666	-0.0793332	-0.976113
2.292	-3.4772e-07	4.56629e-06	5.5277e-06	-0.000695441	0.00913259	0.0110554	8.72665e-05	1.74533e-05	3.49066e-05	1	0.749088	10.1573	-15.6073	-0.661528	4.25044	-18.2308	0.976092	-0.0793673	0.0396837	-0.198418	3.04109	-5.57326	-5.54971	0.338472	-2.25044	-2.23083	-0.198418	-0.0396837	-0.0793673	-0.976092
2.293	-3.47206e-07	4.5679e-06	5.5272e-06	-0.000694412	0.0091358	0.0110544	8.72665e-05	1.74533e-05	3.49066e-05	1	0.748426	10.1615	-15.6255	-0.662278	4.24647	-18.2445	0.976072	-0.0794014	0.0397007	-0.198503	3.04143	-5.57551	-5.55194	0.337722	-2.24647	-2.22686	-0.198503	-0.0397007	-0.0794014	-0.976072
2.294	-3.46692e-07	4.56949e-06	5.5267e-06	-0.000693384	0.00913899	0.0110534	8.72665e-05	1.74533e-05	3.49066e-05	1	0.747763	10.1658	-15.6438	-0.663028	4.2425	-18.2583	0.976051	-0.0794355	0.0397177	-0.198589	3.04176	-5.57776	-5.55416	0.336972	-2.2425	-2.22288	-0.198589	-0.0397177	-0.0794355	-0.976051
2.295	-3.46178e-07	4.57108e-06	5.5262e-06	-0.000692357	0.00914216	0.0110524	8.72665e-05	1.74533e-05	3.49066e-05	1	0.7471	10.17	-15.662	-0.663777	4.23853	-18.2721	0.97603	-0.0794695	0.0397348	-0.198674	3.0421	-5.58	-5.55638	0.336223	-2.23853	-2.2189	-0.198674	-0.0397348	-0.0794695	-0.97603
2.296	-3.45665e-07	4.57265e-06	5.52565e-06	-0.000691331	0.0091453	0.0110513	8.72665e-05	1.74533e-05	3.49066e-05	1	0.746436	10.1742	-15.6803	-0.664526	4.23456	-18.2859	0.976009	-0.0795036	0.0397518	-0.198759	3.04244	-5.58223	-5.5586	0.335474	-2.23456	-2.21492	-0.198759	-0.0397518	-0.0795036	-0.976009
2.297	-3.45153e-07	4.57422e-06	5.52515e-06	-0.000690306	0.00914843	0.0110503	8.72665e-05	1.74533e-05	3.49066e-05	1	0.745771	10.1785	-15.6986	-0.665274	4.23058	-18.2997	0.975988	-0.0795377	0.0397688	-0.198844	3.04277	-5.58447	-5.56081	0.334726	-2.23058	-2.21094	-0.198844	-0.0397688	-0.0795377	-0.975988
2.298	-3.44641e-07	4.57576e-06	5.52465e-06	-0.000689282	0.00915153	0.0110493	8.72665e-05	1.74533e-05	3.49066e-05	1	0.745105	10.1827	-15.7169	-0.666021	4.22661	-18.3134	0.975967	-0.0795717	0.0397859	-0.198929	3.04311	-5.5867	-5.56302	0.333979	-2.22661	-2.20696	-0.198929	-0.0397859	-0.0795717	-0.975967
2.299	-3.44129e-07	4.57731e-06	5.5241e-06	-0.000688259	0.00915462	0.0110482	8.72665e-05	1.74533e-05	3.49066e-05	1	0.744439	10.1869	-15.7352	-0.666768	4.22263	-18.3272	0.975947	-0.0796058	0.0398029	-0.199015	3.04344	-5.58892	-5.56523	0.333232	-2.22263	-2.20297	-0.199015	-0.0398029	-0.0796058	-0.975947
2.3	-3.43618e-07	4.57884e-06	5.52355e-06	-0.000687236	0.00915768	0.0110471	8.72665e-05	1.74533e-05	3.49066e-05	1	0.743772	10.1911	-15.7536	-0.667514	4.21865	-18.341	0.975926	-0.0796399	0.0398199	-0.1991	3.04377	-5.59114	-5.56743	0.332486	-2.21865	-2.19899	-0.1991	-0.0398199	-0.0796399	-0.975926
2.301	-3.43108e-07	4.58036e-06	5.52305e-06	-0.000686215	0.00916072	0.0110461	8.72665e-05	1.74533e-05	3.49066e-05	1	0.743104	10.1954	-15.7719	-0.668259	4.21467	-18.3548	0.975905	-0.0796739	0.039837	-0.199185	3.0441	-5.59336	-5.56963	0.331741	-2.21467	-2.195	-0.199185	-0.039837	-0.0796739	-0.975905
2.302	-3.42597e-07	4.58187e-06	5.5225e-06	-0.000685194	0.00916374	0.011045	8.72665e-05	1.74533e-05	3.49066e-05	1	0.742435	10.1996	-15.7903	-0.669003	4.2107	-18.3686	0.975884	-0.079708	0.039854	-0.19927	3.04444	-5.59557	-5.57182	0.330997	-2.2107	-2.19102	-0.19927	-0.039854	-0.079708	-0.975884
2.303	-3.42087e-07	4.58337e-06	5.52195e-06	-0.000684175	0.00916674	0.0110439	8.72665e-05	1.74533e-05	3.49066e-05	1	0.741766	10.2038	-15.8087	-0.669747	4.20672	-18.3824	0.975863	-0.0797421	0.039871	-0.199355	3.04477	-5.59778	-5.57401	0.330253	-2.20672	-2.18703	-0.199355	-0.039871	-0.0797421	-0.975863
2.304	-3.41578e-07	4.58486e-06	5.5214e-06	-0.000683157	0.00916972	0.0110428	8.72665e-05	1.74533e-05	3.49066e-05	1	0.741096	10.208	-15.827	-0.67049	4.20273	-18.3962	0.975842	-0.0797761	0.0398881	-0.19944	3.0451	-5.59998	-5.57619	0.32951	-2.20273	-2.18304	-0.19944	-0.0398881	-0.0797761	-0.975842
2.305	-3.4107e-07	4.58634e-06	5.52085e-06	-0.000682139	0.00917268	0.0110417	8.72665e-05	1.74533e-05	3.49066e-05	1	0.740425	10.2122	-15.8454	-0.671233	4.19875	-18.4099	0.975821	-0.0798102	0.0399051	-0.199525	3.04542	-5.60218	-5.57837	0.328767	-2.19875	-2.17905	-0.199525	-0.0399051	-0.0798102	-0.975821
2.306	-3.40561e-07	4.5878e-06	5.5203e-06	-0.000681122	0.00917561	0.0110406	8.72665e-05	1.74533e-05	3.49066e-05	1	0.739753	10.2164	-15.8639	-0.671975	4.19477	-18.4237	0.975801	-0.0798443	0.0399221	-0.199611	3.04575	-5.60438	-5.58055	0.328025	-2.19477	-2.17507	-0.199611	-0.0399221	-0.0798443	-0.975801
2.307	-3.40053e-07	4.58926e-06	5.5197e-06	-0.000680107	0.00917853	0.0110394	8.72665e-05	1.74533e-05	3.49066e-05	1	0.739081	10.2206	-15.8823	-0.672716	4.19079	-18.4375	0.97578	-0.0798783	0.0399392	-0.199696	3.04608	-5.60657	-5.58272	0.327284	-2.19079	-2.17108	-0.199696	-0.0399392	-0.0798783	-0.97578
2.308	-3.39546e-07	4.59071e-06	5.51915e-06	-0.000679092	0.00918142	0.0110383	8.72665e-05	1.74533e-05	3.49066e-05	1	0.738408	10.2248	-15.9007	-0.673457	4.1868	-18.4513	0.975759	-0.0799124	0.0399562	-0.199781	3.04641	-5.60876	-5.58489	0.326543	-2.1868	-2.16708	-0.199781	-0.0399562	-0.0799124	-0.975759
2.309	-3.3904e-07	4.59215e-06	5.51855e-06	-0.000678079	0.00918429	0.0110371	8.72665e-05	1.74533e-05	3.49066e-05	1	0.737734	10.2289	-15.9192	-0.674197	4.18282	-18.4651	0.975738	-0.0799464	0.0399732	-0.199866	3.04673	-5.61095	-5.58706	0.325803	-2.18282	-2.16309	-0.199866	-0.0399732	-0.0799464	-0.975738
2.31	-3.38533e-07	4.59357e-06	5.518e-06	-0.000677066	0.00918715	0.011036	8.72665e-05	1.74533e-05	3.49066e-05	1	0.737059	10.2331	-15.9377	-0.674936	4.17883	-18.4789	0.975717	-0.0799805	0.0399902	-0.199951	3.04706	-5.61313	-5.58922	0.325064	-2.17883	-2.1591	-0.199951	-0.0399902	-0.0799805	-0.975717
2.311	-3.38027e-07	4.59499e-06	5.5174e-06	-0.000676055	0.00918998	0.0110348	8.72665e-05	1.74533e-05	3.49066e-05	1	0.736384	10.2373	-15.9562	-0.675674	4.17485	-18.4927	0.975696	-0.0800146	0.0400073	-0.200036	3.04738	-5.61531	-5.59138	0.324326	-2.17485	-2.15511	-0.200036	-0.0400073	-0.0800146	-0.975696
2.312	-3.37522e-07	4.59639e-06	5.51685e-06	-0.000675044	0.00919279	0.0110337	8.72665e-05	1.74533e-05	3.49066e-05	1	0.735708	10.2415	-15.9747	-0.676412	4.17086	-18.5065	0.975675	-0.0800486	0.0400243	-0.200122	3.04771	-5.61748	-5.59353	0.323588	-2.17086	-2.15111	-0.200122	-0.0400243	-0.0800486	-0.975675
2.313	-3.37017e-07	4.59779e-06	5.51625e-06	-0.000674034	0.00919558	0.0110325	8.72665e-05	1.74533e-05	3.49066e-05	1	0.735031	10.2456	-15.9932	-0.677149	4.16687	-18.5203	0.975654	-0.0800827	0.0400413	-0.200207	3.04803	-5.61965	-5.59568	0.322851	-2.16687	-2.14712	-0.200207	-0.0400413	-0.0800827	-0.975654
2.314	-3.36513e-07	4.59917e-06	5.51565e-06	-0.000673026	0.00919834	0.0110313	8.72665e-05	1.74533e-05	3.49066e-05	1	0.734354	10.2498	-16.0117	-0.677886	4.16289	-18.5341	0.975633	-0.0801167	0.0400584	-0.200292	3.04835	-5.62181	-5.59782	0.322114	-2.16289	-2.14313	-0.200292	-0.0400584	-0.0801167	-0.975633
2.315	-3.36009e-07	4.60054e-06	5.51505e-06	-0.000672018	0.00920109	0.0110301	8.72665e-05	1.74533e-05	3.49066e-05	1	0.733675	10.254	-16.0302	-0.678622	4.1589	-18.5479	0.975612	-0.0801508	0.0400754	-0.200377	3.04868	-5.62397	-5.59997	0.321378	-2.1589	-2.13913	-0.200377	-0.0400754	-0.0801508	-0.975612
2.316	-3.35506e-07	4.6019e-06	5.51445e-06	-0.000671012	0.00920381	0.0110289	8.72665e-05	1.74533e-05	3.49066e-05	1	0.732996	10.2581	-16.0488	-0.679357	4.15491	-18.5617	0.975591	-0.0801848	0.0400924	-0.200462	3.049	-5.62613	-5.6021	0.320643	-2.15491	-2.13513	-0.200462	-0.0400924	-0.0801848	-0.975591
2.317	-3.35003e-07	4.60326e-06	5.51385e-06	-0.000670006	0.00920652	0.0110277	8.72665e-05	1.74533e-05	3.49066e-05	1	0.732317	10.2623	-16.0674	-0.680091	4.15092	-18.5755	0.97557	-0.0802189	0.0401094	-0.200547	3.04932	-5.62828	-5.60424	0.319909	-2.15092	-2.13114	-0.200547	-0.0401094	-0.0802189	-0.97557
2.318	-3.34501e-07	4.6046e-06	5.5132e-06	-0.000669002	0.0092092	0.0110264	8.72665e-05	1.74533e-05	3.49066e-05	1	0.731636	10.2664	-16.0859	-0.680825	4.14693	-18.5893	0.975549	-0.0802529	0.0401265	-0.200632	3.04964	-5.63043	-5.60637	0.319175	-2.14693	-2.12714	-0.200632	-0.0401265	-0.0802529	-0.975549
2.319	-3.33999e-07	4.60593e-06	5.5126e-06	-0.000667998	0.00921186	0.0110252	8.72665e-05	1.74533e-05	3.49066e-05	1	0.730955	10.2706	-16.1045	-0.681558	4.14293	-18.6031	0.975528	-0.080287	0.0401435	-0.200718	3.04995	-5.63258	-5.60849	0.318442	-2.14293	-2.12314	-0.200718	-0.0401435	-0.080287	-0.975528
2.32	-3.33498e-07	4.60725e-06	5.51195e-06	-0.000666996	0.0092145	0.0110239	8.72665e-05	1.74533e-05	3.49066e-05	1	0.730273	10.2747	-16.1231	-0.682291	4.13894	-18.6169	0.975507	-0.0803211	0.0401605	-0.200803	3.05027	-5.63472	-5.61061	0.317709	-2.13894	-2.11914	-0.200803	-0.0401605	-0.0803211	-0.975507
2.321	-3.32998e-07	4.60856e-06	5.51135e-06	-0.000665995	0.00921712	0.0110227	8.72665e-05	1.74533e-05	3.49066e-05	1	0.72959	10.2789	-16.1418	-0.683022	4.13495	-18.6307	0.975486	-0.0803551	0.0401776	-0.200888	3.05059	-5.63685	-5.61273	0.316978	-2.13495	-2.11514	-0.200888	-0.0401776	-0.0803551	-0.975486
2.322	-3.32497e-07	4.60986e-06	5.5107e-06	-0.000664994	0.00921972	0.0110214	8.72665e-05	1.74533e-05	3.49066e-05	1	0.728907	10.283	-16.1604	-0.683754	4.13096	-18.6445	0.975465	-0.0803892	0.0401946	-0.200973	3.05091	-5.63899	-5.61484	0.316246	-2.13096	-2.11114	-0.200973	-0.0401946	-0.0803892	-0.975465
2.323	-3.31997e-07	4.61115e-06	5.5101e-06	-0.000663995	0.0092223	0.0110202	8.72665e-05	1.74533e-05	3.49066e-05	1	0.728223	10.2871	-16.1791	-0.684484	4.12696	-18.6583	0.975444	-0.0804232	0.0402116	-0.201058	3.05122	-5.64112	-5.61695	0.315516	-2.12696	-2.10714	-0.201058	-0.0402116	-0.0804232	-0.975444
2.324	-3.31498e-07	4.61242e-06	5.50945e-06	-0.000662997	0.00922485	0.0110189	8.72665e-05	1.74533e-05	3.49066e-05	1	0.727538	10.2912	-16.1977	-0.685214	4.12297	-18.6721	0.975423	-0.0804573	0.0402286	-0.201143	3.05154	-5.64324	-5.61906	0.314786	-2.12297	-2.10314	-0.201143	-0.0402286	-0.0804573	-0.975423
2.325	-3.31e-07	4.6137e-06	5.5088e-06	-0.000662	0.00922739	0.0110176	8.72665e-05	1.74533e-05	3.49066e-05	1	0.726852	10.2954	-16.2164	-0.685943	4.11897	-18.6859	0.975402	-0.0804913	0.0402457	-0.201228	3.05185	-5.64536	-5.62116	0.314057	-2.11897	-2.09914	-0.201228	-0.0402457	-0.0804913	-0.975402
2.326	-3.30502e-07	4.61495e-06	5.50815e-06	-0.000661004	0.0092299	0.0110163	8.72665e-05	1.74533e-05	3.49066e-05	1	0.726166	10.2995	-16.2351	-0.686671	4.11498	-18.6997	0.975381	-0.0805253	0.0402627	-0.201313	3.05217	-5.64748	-5.62325	0.313329	-2.11498	-2.09514	-0.201313	-0.0402627	-0.0805253	-0.975381
2.327	-3.30004e-07	4.61619e-06	5.5075e-06	-0.000660009	0.00923239	0.011015	8.72665e-05	1.74533e-05	3.49066e-05	1	0.725479	10.3036	-16.2538	-0.687399	4.11098	-18.7135	0.97536	-0.0805594	0.0402797	-0.201398	3.05248	-5.64959	-5.62535	0.312601	-2.11098	-2.09113	-0.201398	-0.0402797	-0.0805594	-0.97536
2.328	-3.29507e-07	4.61743e-06	5.50685e-06	-0.000659015	0.00923486	0.0110137	8.72665e-05	1.74533e-05	3.49066e-05	1	0.724791	10.3077	-16.2725	-0.688126	4.10699	-18.7273	0.975339	-0.0805934	0.0402967	-0.201484	3.05279	-5.6517	-5.62744	0.311874	-2.10699	-2.08713	-0.201484	-0.0402967	-0.0805934	-0.975339
2.329	-3.29011e-07	4.61866e-06	5.50615e-06	-0.000658022	0.00923731	0.0110123	8.72665e-05	1.74533e-05	3.49066e-05	1	0.724103	10.3118	-16.2913	-0.688852	4.10299	-18.7411	0.975317	-0.0806275	0.0403137	-0.201569	3.0531	-5.65381	-5.62952	0.311148	-2.10299	-2.08313	-0.201569	-0.0403137	-0.0806275	-0.975317
2.33	-3.28515e-07	4.61987e-06	5.5055e-06	-0.00065703	0.00923974	0.011011	8.72665e-05	1.74533e-05	3.49066e-05	1	0.723414	10.3159	-16.31	-0.689577	4.09899	-18.7549	0.975296	-0.0806615	0.0403308	-0.201654	3.05341	-5.65591	-5.6316	0.310423	-2.09899	-2.07912	-0.201654	-0.0403308	-0.0806615	-0.975296
2.331	-3.28019e-07	4.62107e-06	5.50485e-06	-0.000656039	0.00924215	0.0110097	8.72665e-05	1.74533e-05	3.49066e-05	1	0.722724	10.32	-16.3288	-0.690302	4.095	-18.7687	0.975275	-0.0806956	0.0403478	-0.201739	3.05372	-5.658	-5.63368	0.309698	-2.095	-2.07512	-0.201739	-0.0403478	-0.0806956	-0.975275
2.332	-3.27525e-07	4.62226e-06	5.50415e-06	-0.00065505	0.00924453	0.0110083	8.72665e-05	1.74533e-05	3.49066e-05	1	0.722033	10.3241	-16.3475	-0.691027	4.091	-18.7825	0.975254	-0.0807296	0.0403648	-0.201824	3.05403	-5.6601	-5.63575	0.308973	-2.091	-2.07112	-0.201824	-0.0403648	-0.0807296	-0.975254
2.333	-3.27031e-07	4.62345e-06	5.5035e-06	-0.000654061	0.0092469	0.011007	8.72665e-05	1.74533e-05	3.49066e-05	1	0.721342	10.3282	-16.3663	-0.69175	4.087	-18.7963	0.975233	-0.0807637	0.0403818	-0.201909	3.05434	-5.66219	-5.63782	0.30825	-2.087	-2.06711	-0.201909	-0.0403818	-0.0807637	-0.975233
2.334	-3.26537e-07	4.62462e-06	5.5028e-06	-0.000653074	0.00924924	0.0110056	8.72665e-05	1.74533e-05	3.49066e-05	1	0.72065	10.3323	-16.3851	-0.692473	4.083	-18.8101	0.975212	-0.0807977	0.0403989	-0.201994	3.05465	-5.66427	-5.63989	0.307527	-2.083	-2.06311	-0.201994	-0.0403989	-0.0807977	-0.975212
2.335	-3.26043e-07	4.62578e-06	5.5021e-06	-0.000652087	0.00925156	0.0110042	8.72665e-05	1.74533e-05	3.49066e-05	1	0.719957	10.3364	-16.404	-0.693195	4.079	-18.8239	0.975191	-0.0808317	0.0404159	-0.202079	3.05496	-5.66635	-5.64195	0.306805	-2.079	-2.0591	-0.202079	-0.0404159	-0.0808317	-0.975191
2.336	-3.25551e-07	4.62693e-06	5.5014e-06	-0.000651102	0.00925386	0.0110028	8.72665e-05	1.74533e-05	3.49066e-05	1	0.719263	10.3404	-16.4228	-0.693916	4.075	-18.8377	0.975169	-0.0808658	0.0404329	-0.202164	3.05526	-5.66843	-5.64401	0.306084	-2.075	-2.05509	-0.202164	-0.0404329	-0.0808658	-0.975169
2.337	-3.25059e-07	4.62807e-06	5.5007e-06	-0.000650118	0.00925614	0.0110014	8.72665e-05	1.74533e-05	3.49066e-05	1	0.718569	10.3445	-16.4416	-0.694637	4.071	-18.8515	0.975148	-0.0808998	0.0404499	-0.20225	3.05557	-5.6705	-5.64606	0.305363	-2.071	-2.05109	-0.20225	-0.0404499	-0.0808998	-0.975148
2.338	-3.24567e-07	4.6292e-06	5.5e-06	-0.000649135	0.0092584	0.011	8.72665e-05	1.74533e-05	3.49066e-05	1	0.717874	10.3486	-16.4605	-0.695357	4.067	-18.8653	0.975127	-0.0809339	0.0404669	-0.202335	3.05587	-5.67257	-5.64811	0.304643	-2.067	-2.04708	-0.202335	-0.0404669	-0.0809339	-0.975127
