0	0	0	0	
0.001	0.000174533	3.49066e-05	6.98132e-05	
0.002	0.000349066	6.98132e-05	0.000139626	
0.003	0.000523599	0.00010472	0.00020944	
0.004	0.000698132	0.000139626	0.000279253	
0.005	0.000872665	0.000174533	0.000349066	
0.006	0.0010472	0.00020944	0.000418879	
0.007	0.00122173	0.000244346	0.000488692	
0.008	0.00139626	0.000279253	0.000558505	
0.009	0.0015708	0.000314159	0.000628319	
0.01	0.00174533	0.000349066	0.000698132	
0.011	0.00191986	0.000383972	0.000767945	
0.012	0.0020944	0.000418879	0.000837758	
0.013	0.00226893	0.000453786	0.000907571	
0.014	0.00244346	0.000488692	0.000977384	
0.015	0.00261799	0.000523599	0.0010472	
0.016	0.00279253	0.000558505	0.00111701	
0.017	0.00296706	0.000593412	0.00118682	
0.018	0.00314159	0.000628319	0.00125664	
0.019	0.00331613	0.000663225	0.00132645	
0.02	0.00349066	0.000698132	0.00139626	
0.021	0.00366519	0.000733038	0.00146608	
0.022	0.00383972	0.000767945	0.00153589	
0.023	0.00401426	0.000802851	0.0016057	
0.024	0.00418879	0.000837758	0.00167552	
0.025	0.00436332	0.000872665	0.00174533	
0.026	0.00453786	0.000907571	0.00181514	
0.027	0.00471239	0.000942478	0.00188496	
0.028	0.00488692	0.000977384	0.00195477	
0.029	0.00506145	0.00101229	0.00202458	
0.03	0.00523599	0.0010472	0.0020944	
0.031	0.00541052	0.0010821	0.00216421	
0.032	0.00558505	0.00111701	0.00223402	
0.033	0.00575959	0.00115192	0.00230383	
0.034	0.00593412	0.00118682	0.00237365	
0.035	0.00610865	0.00122173	0.00244346	
0.036	0.00628319	0.00125664	0.00251327	
0.037	0.00645772	0.00129154	0.00258309	
0.038	0.00663225	0.00132645	0.0026529	
0.039	0.00680678	0.00136136	0.00272271	
0.04	0.00698132	0.00139626	0.00279253	
0.041	0.00715585	0.00143117	0.00286234	
0.042	0.00733038	0.00146608	0.00293215	
0.043	0.00750492	0.00150098	0.00300197	
0.044	0.00767945	0.00153589	0.00307178	
0.045	0.00785398	0.0015708	0.00314159	
0.046	0.00802851	0.0016057	0.00321141	
0.047	0.00820305	0.00164061	0.00328122	
0.048	0.00837758	0.00167552	0.00335103	
0.049	0.00855211	0.00171042	0.00342085	
0.05	0.00872665	0.00174533	0.00349066	
0.051	0.00890118	0.00178024	0.00356047	
0.052	0.00907571	0.00181514	0.00363028	
0.053	0.00925025	0.00185005	0.0037001	
0.054	0.00942478	0.00188496	0.00376991	
0.055	0.00959931	0.00191986	0.00383972	
0.056	0.00977384	0.00195477	0.00390954	
0.057	0.00994838	0.00198968	0.00397935	
0.058	0.0101229	0.00202458	0.00404916	
0.059	0.0102974	0.00205949	0.00411898	
0.06	0.010472	0.0020944	0.00418879	
0.061	0.0106465	0.0021293	0.0042586	
0.062	0.010821	0.00216421	0.00432842	
0.063	0.0109956	0.00219911	0.00439823	
0.064	0.0111701	0.00223402	0.00446804	
0.065	0.0113446	0.00226893	0.00453786	
0.066	0.0115192	0.00230383	0.00460767	
0.067	0.0116937	0.00233874	0.00467748	
0.068	0.0118682	0.00237365	0.0047473	
0.069	0.0120428	0.00240855	0.00481711	
0.07	0.0122173	0.00244346	0.00488692	
0.071	0.0123918	0.00247837	0.00495674	
0.072	0.0125664	0.00251327	0.00502655	
0.073	0.0127409	0.00254818	0.00509636	
0.074	0.0129154	0.00258309	0.00516617	
0.075	0.01309	0.00261799	0.00523599	
0.076	0.0132645	0.0026529	0.0053058	
0.077	0.013439	0.00268781	0.00537561	
0.078	0.0136136	0.00272271	0.00544543	
0.079	0.0137881	0.00275762	0.00551524	
0.08	0.0139626	0.00279253	0.00558505	
0.081	0.0141372	0.00282743	0.00565487	
0.082	0.0143117	0.00286234	0.00572468	
0.083	0.0144862	0.00289725	0.00579449	
0.084	0.0146608	0.00293215	0.00586431	
0.085	0.0148353	0.00296706	0.00593412	
0.086	0.0150098	0.00300197	0.00600393	
0.087	0.0151844	0.00303687	0.00607375	
0.088	0.0153589	0.00307178	0.00614356	
0.089	0.0155334	0.00310669	0.00621337	
0.09	0.015708	0.00314159	0.00628319	
0.091	0.0158825	0.0031765	0.006353	
0.092	0.016057	0.00321141	0.00642281	
0.093	0.0162316	0.00324631	0.00649262	
0.094	0.0164061	0.00328122	0.00656244	
0.095	0.0165806	0.00331613	0.00663225	
0.096	0.0167552	0.00335103	0.00670206	
0.097	0.0169297	0.00338594	0.00677188	
0.098	0.0171042	0.00342085	0.00684169	
0.099	0.0172788	0.00345575	0.0069115	
0.1	0.0174533	0.00349066	0.00698132	
0.101	0.0176278	0.00352557	0.00705113	
0.102	0.0178024	0.00356047	0.00712094	
0.103	0.0179769	0.00359538	0.00719076	
0.104	0.0181514	0.00363028	0.00726057	
0.105	0.018326	0.00366519	0.00733038	
0.106	0.0185005	0.0037001	0.0074002	
0.107	0.018675	0.003735	0.00747001	
0.108	0.0188496	0.00376991	0.00753982	
0.109	0.0190241	0.00380482	0.00760964	
0.11	0.0191986	0.00383972	0.00767945	
0.111	0.0193732	0.00387463	0.00774926	
0.112	0.0195477	0.00390954	0.00781908	
0.113	0.0197222	0.00394444	0.00788889	
0.114	0.0198968	0.00397935	0.0079587	
0.115	0.0200713	0.00401426	0.00802851	
0.116	0.0202458	0.00404916	0.00809833	
0.117	0.0204204	0.00408407	0.00816814	
0.118	0.0205949	0.00411898	0.00823795	
0.119	0.0207694	0.00415388	0.00830777	
0.12	0.020944	0.00418879	0.00837758	
0.121	0.0211185	0.0042237	0.00844739	
0.122	0.021293	0.0042586	0.00851721	
0.123	0.0214675	0.00429351	0.00858702	
0.124	0.0216421	0.00432842	0.00865683	
0.125	0.0218166	0.00436332	0.00872665	
0.126	0.0219911	0.00439823	0.00879646	
0.127	0.0221657	0.00443314	0.00886627	
0.128	0.0223402	0.00446804	0.00893609	
0.129	0.0225147	0.00450295	0.0090059	
0.13	0.0226893	0.00453786	0.00907571	
0.131	0.0228638	0.00457276	0.00914553	
0.132	0.0230383	0.00460767	0.00921534	
0.133	0.0232129	0.00464258	0.00928515	
0.134	0.0233874	0.00467748	0.00935496	
0.135	0.0235619	0.00471239	0.00942478	
0.136	0.0237365	0.0047473	0.00949459	
0.137	0.023911	0.0047822	0.0095644	
0.138	0.0240855	0.00481711	0.00963422	
0.139	0.0242601	0.00485202	0.00970403	
0.14	0.0244346	0.00488692	0.00977384	
0.141	0.0246091	0.00492183	0.00984366	
0.142	0.0247837	0.00495674	0.00991347	
0.143	0.0249582	0.00499164	0.00998328	
0.144	0.0251327	0.00502655	0.0100531	
0.145	0.0253073	0.00506145	0.0101229	
0.146	0.0254818	0.00509636	0.0101927	
0.147	0.0256563	0.00513127	0.0102625	
0.148	0.0258309	0.00516617	0.0103323	
0.149	0.0260054	0.00520108	0.0104022	
0.15	0.0261799	0.00523599	0.010472	
0.151	0.0263545	0.00527089	0.0105418	
0.152	0.026529	0.0053058	0.0106116	
0.153	0.0267035	0.00534071	0.0106814	
0.154	0.0268781	0.00537561	0.0107512	
0.155	0.0270526	0.00541052	0.010821	
0.156	0.0272271	0.00544543	0.0108909	
0.157	0.0274017	0.00548033	0.0109607	
0.158	0.0275762	0.00551524	0.0110305	
0.159	0.0277507	0.00555015	0.0111003	
0.16	0.0279253	0.00558505	0.0111701	
0.161	0.0280998	0.00561996	0.0112399	
0.162	0.0282743	0.00565487	0.0113097	
0.163	0.0284489	0.00568977	0.0113795	
0.164	0.0286234	0.00572468	0.0114494	
0.165	0.0287979	0.00575959	0.0115192	
0.166	0.0289725	0.00579449	0.011589	
0.167	0.029147	0.0058294	0.0116588	
0.168	0.0293215	0.00586431	0.0117286	
0.169	0.0294961	0.00589921	0.0117984	
0.17	0.0296706	0.00593412	0.0118682	
0.171	0.0298451	0.00596903	0.0119381	
0.172	0.0300197	0.00600393	0.0120079	
0.173	0.0301942	0.00603884	0.0120777	
0.174	0.0303687	0.00607375	0.0121475	
0.175	0.0305433	0.00610865	0.0122173	
0.176	0.0307178	0.00614356	0.0122871	
0.177	0.0308923	0.00617847	0.0123569	
0.178	0.0310669	0.00621337	0.0124267	
0.179	0.0312414	0.00624828	0.0124966	
0.18	0.0314159	0.00628319	0.0125664	
0.181	0.0315905	0.00631809	0.0126362	
0.182	0.031765	0.006353	0.012706	
0.183	0.0319395	0.00638791	0.0127758	
0.184	0.0321141	0.00642281	0.0128456	
0.185	0.0322886	0.00645772	0.0129154	
0.186	0.0324631	0.00649262	0.0129852	
0.187	0.0326377	0.00652753	0.0130551	
0.188	0.0328122	0.00656244	0.0131249	
0.189	0.0329867	0.00659734	0.0131947	
0.19	0.0331613	0.00663225	0.0132645	
0.191	0.0333358	0.00666716	0.0133343	
0.192	0.0335103	0.00670206	0.0134041	
0.193	0.0336849	0.00673697	0.0134739	
0.194	0.0338594	0.00677188	0.0135438	
0.195	0.0340339	0.00680678	0.0136136	
0.196	0.0342085	0.00684169	0.0136834	
0.197	0.034383	0.0068766	0.0137532	
0.198	0.0345575	0.0069115	0.013823	
0.199	0.0347321	0.00694641	0.0138928	
0.2	0.0349066	0.00698132	0.0139626	
0.201	0.0350811	0.00701622	0.0140324	
0.202	0.0352557	0.00705113	0.0141023	
0.203	0.0354302	0.00708604	0.0141721	
0.204	0.0356047	0.00712094	0.0142419	
0.205	0.0357792	0.00715585	0.0143117	
0.206	0.0359538	0.00719076	0.0143815	
0.207	0.0361283	0.00722566	0.0144513	
0.208	0.0363028	0.00726057	0.0145211	
0.209	0.0364774	0.00729548	0.014591	
0.21	0.0366519	0.00733038	0.0146608	
0.211	0.0368264	0.00736529	0.0147306	
0.212	0.037001	0.0074002	0.0148004	
0.213	0.0371755	0.0074351	0.0148702	
0.214	0.03735	0.00747001	0.01494	
0.215	0.0375246	0.00750492	0.0150098	
0.216	0.0376991	0.00753982	0.0150796	
0.217	0.0378736	0.00757473	0.0151495	
0.218	0.0380482	0.00760964	0.0152193	
0.219	0.0382227	0.00764454	0.0152891	
0.22	0.0383972	0.00767945	0.0153589	
0.221	0.0385718	0.00771436	0.0154287	
0.222	0.0387463	0.00774926	0.0154985	
0.223	0.0389208	0.00778417	0.0155683	
0.224	0.0390954	0.00781908	0.0156382	
0.225	0.0392699	0.00785398	0.015708	
0.226	0.0394444	0.00788889	0.0157778	
0.227	0.039619	0.00792379	0.0158476	
0.228	0.0397935	0.0079587	0.0159174	
0.229	0.039968	0.00799361	0.0159872	
