%%TimeStamp	dp_x	dp_y	dp_z	dv_x	dv_y	dv_z	dq_x	dq_y	dq_z	dq_w	Dp_x	Dp_y	Dp_z	Dv_x	Dv_y	Dv_z	Dq_x	Dq_y	Dq_z	Dq_w	X_x	X_y	X_z	Xv_x	Xv_y	Xv_z	Xq_x	Xq_y	Xq_z	Xq_w	
0.011	-5.51685e-09	-4.40766e-08	-4.4414e-08	-1.10337e-05	-8.81532e-05	-8.8828e-05	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.53095e-07	-2.02425e-06	-2.0841e-06	-6.60267e-05	-0.000528054	-0.000538887	0.000959931	0.000191986	0.000372973	0.999999	-2.53095e-07	2.02425e-06	-0.000590816	-6.60267e-05	0.000528054	-0.107261	0.999999	-0.000372973	0.000191986	-0.000959931
0.012	-6.02e-09	-4.80908e-08	-4.83973e-08	-1.204e-05	-9.61816e-05	-9.67946e-05	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.25125e-07	-2.6003e-06	-2.67148e-06	-7.80322e-05	-0.000624059	-0.000635861	0.0010472	0.00020944	0.000406879	0.999999	-3.25125e-07	2.6003e-06	-0.000702929	-7.80322e-05	0.000624059	-0.116964	0.999999	-0.000406879	0.00020944	-0.0010472
0.013	-6.5235e-09	-5.2106e-08	-5.2379e-08	-1.3047e-05	-0.000104212	-0.000104758	8.72665e-05	1.74533e-05	3.39066e-05	1	-4.0966e-07	-3.27636e-06	-3.35982e-06	-9.10384e-05	-0.000728062	-0.000740832	0.00113446	0.000226893	0.000440786	0.999999	-4.0966e-07	3.27636e-06	-0.00082474	-9.10384e-05	0.000728062	-0.126659	0.999999	-0.000440786	0.000226893	-0.00113446
0.014	-7.02725e-09	-5.61225e-08	-5.6359e-08	-1.40545e-05	-0.000112245	-0.000112718	8.72665e-05	1.74533e-05	3.39066e-05	1	-5.07702e-07	-4.06043e-06	-4.15714e-06	-0.000105045	-0.000840063	-0.000853798	0.00122173	0.000244346	0.000474692	0.999999	-5.07702e-07	4.06043e-06	-0.000956243	-0.000105045	0.000840063	-0.136346	0.999999	-0.000474692	0.000244346	-0.00122173
0.015	-7.53125e-09	-6.014e-08	-6.03375e-08	-1.50625e-05	-0.00012028	-0.000120675	8.72665e-05	1.74533e-05	3.39066e-05	1	-6.20251e-07	-4.96049e-06	-5.07142e-06	-0.000120053	-0.000960062	-0.000974759	0.001309	0.000261799	0.000508599	0.999999	-6.20251e-07	4.96049e-06	-0.00109743	-0.000120053	0.000960062	-0.146025	0.999999	-0.000508599	0.000261799	-0.001309
0.016	-8.03555e-09	-6.41585e-08	-6.43145e-08	-1.60711e-05	-0.000128317	-0.000128629	8.72665e-05	1.74533e-05	3.39066e-05	1	-7.48308e-07	-5.98455e-06	-6.11065e-06	-0.000136061	-0.00108806	-0.00110372	0.00139626	0.000279253	0.000542505	0.999999	-7.48308e-07	5.98455e-06	-0.00124829	-0.000136061	0.00108806	-0.155696	0.999999	-0.000542505	0.000279253	-0.00139626
0.017	-8.5401e-09	-6.8178e-08	-6.829e-08	-1.70802e-05	-0.000136356	-0.00013658	8.72665e-05	1.74533e-05	3.39066e-05	1	-8.92873e-07	-7.1406e-06	-7.28284e-06	-0.00015307	-0.00122405	-0.00124067	0.00148353	0.000296706	0.000576412	0.999999	-8.92873e-07	7.1406e-06	-0.00140882	-0.00015307	0.00122405	-0.165359	0.999999	-0.000576412	0.000296706	-0.00148353
0.018	-9.04495e-09	-7.2199e-08	-7.22635e-08	-1.80899e-05	-0.000144398	-0.000144527	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.05495e-06	-8.43665e-06	-8.59598e-06	-0.000171079	-0.00136804	-0.00138561	0.0015708	0.000314159	0.000610319	0.999999	-1.05495e-06	8.43665e-06	-0.001579	-0.000171079	0.00136804	-0.175014	0.999999	-0.000610319	0.000314159	-0.0015708
0.019	-9.55005e-09	-7.62205e-08	-7.62355e-08	-1.91001e-05	-0.000152441	-0.000152471	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.23553e-06	-9.88068e-06	-1.00581e-05	-0.00019009	-0.00152002	-0.00153855	0.00165806	0.000331613	0.000644225	0.999998	-1.23553e-06	9.88068e-06	-0.00175884	-0.00019009	0.00152002	-0.184661	0.999998	-0.000644225	0.000331613	-0.00165806
0.02	-1.00555e-08	-8.02435e-08	-8.0206e-08	-2.01109e-05	-0.000160487	-0.000160412	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.43563e-06	-1.14807e-05	-1.16771e-05	-0.000210101	-0.00168	-0.00169948	0.00174533	0.000349066	0.000678132	0.999998	-1.43563e-06	1.14807e-05	-0.00194832	-0.000210101	0.00168	-0.194301	0.999998	-0.000678132	0.000349066	-0.00174533
0.021	-1.05611e-08	-8.4267e-08	-8.41745e-08	-2.11222e-05	-0.000168534	-0.000168349	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.65623e-06	-1.32447e-05	-1.3461e-05	-0.000231112	-0.00184798	-0.0018684	0.0018326	0.000366519	0.000712038	0.999998	-1.65623e-06	1.32447e-05	-0.00214744	-0.000231112	0.00184798	-0.203932	0.999998	-0.000712038	0.000366519	-0.0018326
0.022	-1.1067e-08	-8.8292e-08	-8.81415e-08	-2.21341e-05	-0.000176584	-0.000176283	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.89835e-06	-1.51806e-05	-1.54179e-05	-0.000253125	-0.00202395	-0.00204531	0.00191986	0.000383972	0.000745945	0.999998	-1.89835e-06	1.51806e-05	-0.00235618	-0.000253125	0.00202395	-0.213555	0.999998	-0.000745945	0.000383972	-0.00191986
0.023	-1.15733e-08	-9.23175e-08	-9.2107e-08	-2.31465e-05	-0.000184635	-0.000184214	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.16298e-06	-1.72966e-05	-1.75556e-05	-0.000276138	-0.00220791	-0.00223022	0.00200713	0.000401426	0.000779851	0.999998	-2.16298e-06	1.72966e-05	-0.00257454	-0.000276138	0.00220791	-0.22317	0.999998	-0.000779851	0.000401426	-0.00200713
0.024	-1.20798e-08	-9.6344e-08	-9.60705e-08	-2.41595e-05	-0.000192688	-0.000192141	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.45113e-06	-1.96005e-05	-1.98823e-05	-0.000300152	-0.00239986	-0.00242311	0.00209439	0.000418879	0.000813758	0.999997	-2.45113e-06	1.96005e-05	-0.00280252	-0.000300152	0.00239986	-0.232777	0.999997	-0.000813758	0.000418879	-0.00209439
0.025	-1.25865e-08	-1.00372e-07	-1.00032e-07	-2.51729e-05	-0.000200743	-0.000200064	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.76379e-06	-2.21003e-05	-2.24058e-05	-0.000325167	-0.0025998	-0.00262399	0.00218166	0.000436332	0.000847664	0.999997	-2.76379e-06	2.21003e-05	-0.00304009	-0.000325167	0.0025998	-0.242376	0.999997	-0.000847664	0.000436332	-0.00218166
0.026	-1.30935e-08	-1.044e-07	-1.03992e-07	-2.6187e-05	-0.0002088	-0.000207984	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.10196e-06	-2.48041e-05	-2.51343e-05	-0.000351183	-0.00280774	-0.00283286	0.00226893	0.000453785	0.000881571	0.999997	-3.10196e-06	2.48041e-05	-0.00328727	-0.000351183	0.00280774	-0.251967	0.999997	-0.000881571	0.000453785	-0.00226893
0.027	-1.36008e-08	-1.0843e-07	-1.07951e-07	-2.72016e-05	-0.000216859	-0.000215901	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.46665e-06	-2.77198e-05	-2.80756e-05	-0.000378199	-0.00302366	-0.00304972	0.00235619	0.000471239	0.000915477	0.999997	-3.46665e-06	2.77198e-05	-0.00354402	-0.000378199	0.00302366	-0.26155	0.999997	-0.000915477	0.000471239	-0.00235619
0.028	-1.41084e-08	-1.1246e-07	-1.11907e-07	-2.82167e-05	-0.000224919	-0.000223814	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.85886e-06	-3.08554e-05	-3.12377e-05	-0.000406216	-0.00324758	-0.00327457	0.00244346	0.000488692	0.000949384	0.999996	-3.85886e-06	3.08554e-05	-0.00381036	-0.000406216	0.00324758	-0.271125	0.999996	-0.000949384	0.000488692	-0.00244346
0.029	-1.46162e-08	-1.16491e-07	-1.15862e-07	-2.92324e-05	-0.000232982	-0.000231723	8.72665e-05	1.74533e-05	3.39066e-05	1	-4.27959e-06	-3.42189e-05	-3.46287e-05	-0.000435234	-0.00347948	-0.0035074	0.00253073	0.000506145	0.00098329	0.999996	-4.27959e-06	3.42189e-05	-0.00408627	-0.000435234	0.00347948	-0.280693	0.999996	-0.00098329	0.000506145	-0.00253073
0.03	-1.51243e-08	-1.20523e-07	-1.19814e-07	-3.02486e-05	-0.000241046	-0.000239629	8.72665e-05	1.74533e-05	3.39066e-05	1	-4.72983e-06	-3.78183e-05	-3.82565e-05	-0.000465253	-0.00371937	-0.00374821	0.00261799	0.000523598	0.0010172	0.999996	-4.72983e-06	3.78183e-05	-0.00437174	-0.000465253	0.00371937	-0.290252	0.999996	-0.0010172	0.000523598	-0.00261799
0.031	-1.56327e-08	-1.24556e-07	-1.23765e-07	-3.12653e-05	-0.000249111	-0.00024753	8.72665e-05	1.74533e-05	3.39066e-05	1	-5.21059e-06	-4.16616e-05	-4.21291e-05	-0.000496273	-0.00396724	-0.00399701	0.00270526	0.000541052	0.0010511	0.999996	-5.21059e-06	4.16616e-05	-0.00466677	-0.000496273	0.00396724	-0.299803	0.999996	-0.0010511	0.000541052	-0.00270526
0.032	-1.61413e-08	-1.28589e-07	-1.27715e-07	-3.22826e-05	-0.000257178	-0.000255429	8.72665e-05	1.74533e-05	3.39066e-05	1	-5.72288e-06	-4.57568e-05	-4.62545e-05	-0.000528293	-0.0042231	-0.00425379	0.00279252	0.000558505	0.00108501	0.999995	-5.72288e-06	4.57568e-05	-0.00497135	-0.000528293	0.0042231	-0.309346	0.999995	-0.00108501	0.000558505	-0.00279252
0.033	-1.66502e-08	-1.32624e-07	-1.31662e-07	-3.33004e-05	-0.000265247	-0.000263323	8.72665e-05	1.74533e-05	3.39066e-05	1	-6.26768e-06	-5.01118e-05	-5.06407e-05	-0.000561315	-0.00448695	-0.00451856	0.00287979	0.000575958	0.00111892	0.999995	-6.26768e-06	5.01118e-05	-0.00528546	-0.000561315	0.00448695	-0.318881	0.999995	-0.00111892	0.000575958	-0.00287979
0.034	-1.71594e-08	-1.36659e-07	-1.35607e-07	-3.43188e-05	-0.000273318	-0.000271214	8.72665e-05	1.74533e-05	3.39066e-05	1	-6.84601e-06	-5.47347e-05	-5.52956e-05	-0.000595337	-0.00475878	-0.0047913	0.00296706	0.000593411	0.00115282	0.999995	-6.84601e-06	5.47347e-05	-0.0056091	-0.000595337	0.00475878	-0.328409	0.999995	-0.00115282	0.000593411	-0.00296706
0.035	-1.76689e-08	-1.40695e-07	-1.3955e-07	-3.53377e-05	-0.000281389	-0.0002791	8.72665e-05	1.74533e-05	3.39066e-05	1	-7.45886e-06	-5.96334e-05	-6.02273e-05	-0.00063036	-0.00503859	-0.00507202	0.00305432	0.000610864	0.00118673	0.999994	-7.45886e-06	5.96334e-05	-0.00594227	-0.00063036	0.00503859	-0.337928	0.999994	-0.00118673	0.000610864	-0.00305432
0.036	-1.81785e-08	-1.44731e-07	-1.43491e-07	-3.63571e-05	-0.000289463	-0.000286983	8.72665e-05	1.74533e-05	3.39066e-05	1	-8.10723e-06	-6.48159e-05	-6.54436e-05	-0.000666383	-0.00532638	-0.00536073	0.00314159	0.000628318	0.00122064	0.999994	-8.10723e-06	6.48159e-05	-0.00628496	-0.000666383	0.00532638	-0.347439	0.999994	-0.00122064	0.000628318	-0.00314159
0.037	-1.86885e-08	-1.48769e-07	-1.47431e-07	-3.7377e-05	-0.000297538	-0.000294862	8.72665e-05	1.74533e-05	3.39066e-05	1	-8.79212e-06	-7.02901e-05	-7.09527e-05	-0.000703408	-0.00562215	-0.0056574	0.00322885	0.000645771	0.00125454	0.999994	-8.79212e-06	7.02901e-05	-0.00663715	-0.000703408	0.00562215	-0.356943	0.999994	-0.00125454	0.000645771	-0.00322885
0.038	-1.91988e-08	-1.52807e-07	-1.51369e-07	-3.83975e-05	-0.000305614	-0.000302738	8.72665e-05	1.74533e-05	3.39066e-05	1	-9.51454e-06	-7.60641e-05	-7.67624e-05	-0.000741433	-0.00592589	-0.00596206	0.00331612	0.000663224	0.00128845	0.999993	-9.51454e-06	7.60641e-05	-0.00699884	-0.000741433	0.00592589	-0.366438	0.999993	-0.00128845	0.000663224	-0.00331612
0.039	-1.97093e-08	-1.56846e-07	-1.55305e-07	-3.94186e-05	-0.000313691	-0.000310609	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.02755e-05	-8.21459e-05	-8.28808e-05	-0.000780459	-0.00623762	-0.00627469	0.00340339	0.000680677	0.00132235	0.999993	-1.02755e-05	8.21459e-05	-0.00737002	-0.000780459	0.00623762	-0.375925	0.999993	-0.00132235	0.000680677	-0.00340339
0.04	-2.02201e-08	-1.60886e-07	-1.59238e-07	-4.04401e-05	-0.000321771	-0.000318476	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.1076e-05	-8.85434e-05	-8.93158e-05	-0.000820486	-0.00655732	-0.0065953	0.00349065	0.00069813	0.00135626	0.999993	-1.1076e-05	8.85434e-05	-0.00775068	-0.000820486	0.00655732	-0.385405	0.999993	-0.00135626	0.00069813	-0.00349065
0.041	-2.07311e-08	-1.64926e-07	-1.6317e-07	-4.14622e-05	-0.000329851	-0.000326339	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.1917e-05	-9.52645e-05	-9.60754e-05	-0.000861514	-0.006885	-0.00692387	0.00357792	0.000715583	0.00139017	0.999992	-1.1917e-05	9.52645e-05	-0.00814082	-0.000861514	0.006885	-0.394876	0.999992	-0.00139017	0.000715583	-0.00357792
0.042	-2.12425e-08	-1.68966e-07	-1.67099e-07	-4.24849e-05	-0.000337932	-0.000334198	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.27995e-05	-0.000102317	-0.000103168	-0.000903542	-0.00722065	-0.00726042	0.00366518	0.000733037	0.00142407	0.999992	-1.27995e-05	0.000102317	-0.00854043	-0.000903542	0.00722065	-0.40434	0.999992	-0.00142407	0.000733037	-0.00366518
0.043	-2.1754e-08	-1.73007e-07	-1.71026e-07	-4.3508e-05	-0.000346015	-0.000342053	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.37245e-05	-0.00010971	-0.0001106	-0.000946571	-0.00756427	-0.00760494	0.00375245	0.00075049	0.00145798	0.999992	-1.37245e-05	0.00010971	-0.0089495	-0.000946571	0.00756427	-0.413795	0.999992	-0.00145798	0.00075049	-0.00375245
0.044	-2.22659e-08	-1.7705e-07	-1.74952e-07	-4.45317e-05	-0.000354099	-0.000349904	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.46931e-05	-0.00011745	-0.000118381	-0.000990601	-0.00791586	-0.00795742	0.00383971	0.000767943	0.00149189	0.999991	-1.46931e-05	0.00011745	-0.00936802	-0.000990601	0.00791586	-0.423243	0.999991	-0.00149189	0.000767943	-0.00383971
0.045	-2.2778e-08	-1.81093e-07	-1.78876e-07	-4.55559e-05	-0.000362185	-0.000357751	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.57062e-05	-0.000125546	-0.000126519	-0.00103563	-0.00827543	-0.00831788	0.00392698	0.000785396	0.00152579	0.999991	-1.57062e-05	0.000125546	-0.00979598	-0.00103563	0.00827543	-0.432682	0.999991	-0.00152579	0.000785396	-0.00392698
0.046	-2.32903e-08	-1.85136e-07	-1.82797e-07	-4.65806e-05	-0.000370271	-0.000365594	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.67649e-05	-0.000134005	-0.000135021	-0.00108166	-0.00864296	-0.00868629	0.00401425	0.000802849	0.0015597	0.99999	-1.67649e-05	0.000134005	-0.0102334	-0.00108166	0.00864296	-0.442114	0.99999	-0.0015597	0.000802849	-0.00401425
0.047	-2.3803e-08	-1.8918e-07	-1.86716e-07	-4.76059e-05	-0.000378359	-0.000373432	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.78701e-05	-0.000142835	-0.000143896	-0.0011287	-0.00901845	-0.00906268	0.00410151	0.000820302	0.0015936	0.99999	-1.78701e-05	0.000142835	-0.0106802	-0.0011287	0.00901845	-0.451537	0.99999	-0.0015936	0.000820302	-0.00410151
0.048	-2.43159e-08	-1.93224e-07	-1.90634e-07	-4.86317e-05	-0.000386447	-0.000381267	8.72665e-05	1.74533e-05	3.39066e-05	1	-1.90228e-05	-0.000152046	-0.00015315	-0.00117673	-0.00940191	-0.00944702	0.00418878	0.000837755	0.00162751	0.99999	-1.90228e-05	0.000152046	-0.0111364	-0.00117673	0.00940191	-0.460953	0.99999	-0.00162751	0.000837755	-0.00418878
0.049	-2.4829e-08	-1.97269e-07	-1.94549e-07	-4.9658e-05	-0.000394537	-0.000389097	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.0224e-05	-0.000161643	-0.000162794	-0.00122576	-0.00979334	-0.00983933	0.00427604	0.000855209	0.00166142	0.999989	-2.0224e-05	0.000161643	-0.0116021	-0.00122576	0.00979334	-0.470361	0.999989	-0.00166142	0.000855209	-0.00427604
0.05	-2.53425e-08	-2.01314e-07	-1.98461e-07	-5.06849e-05	-0.000402628	-0.000396922	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.14748e-05	-0.000171636	-0.000172833	-0.0012758	-0.0101927	-0.0102396	0.00436331	0.000872662	0.00169532	0.999989	-2.14748e-05	0.000171636	-0.0120772	-0.0012758	0.0101927	-0.47976	0.999989	-0.00169532	0.000872662	-0.00436331
0.051	-2.58561e-08	-2.0536e-07	-2.02372e-07	-5.17122e-05	-0.00041072	-0.000404744	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.27761e-05	-0.000182033	-0.000183277	-0.00132683	-0.0106001	-0.0106478	0.00445057	0.000890115	0.00172923	0.999988	-2.27761e-05	0.000182033	-0.0125616	-0.00132683	0.0106001	-0.489152	0.999988	-0.00172923	0.000890115	-0.00445057
0.052	-2.63701e-08	-2.09406e-07	-2.06281e-07	-5.27401e-05	-0.000418812	-0.000412561	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.4129e-05	-0.00019284	-0.000194133	-0.00137887	-0.0110154	-0.011064	0.00453784	0.000907568	0.00176314	0.999988	-2.4129e-05	0.00019284	-0.0130555	-0.00137887	0.0110154	-0.498536	0.999988	-0.00176314	0.000907568	-0.00453784
0.053	-2.68843e-08	-2.13453e-07	-2.10187e-07	-5.37685e-05	-0.000426906	-0.000420373	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.55344e-05	-0.000204067	-0.000205409	-0.0014319	-0.0114386	-0.0114881	0.0046251	0.000925021	0.00179704	0.999987	-2.55344e-05	0.000204067	-0.0135587	-0.0014319	0.0114386	-0.507912	0.999987	-0.00179704	0.000925021	-0.0046251
0.054	-2.73988e-08	-2.17501e-07	-2.14091e-07	-5.47975e-05	-0.000435001	-0.000428181	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.69933e-05	-0.000215722	-0.000217113	-0.00148594	-0.0118699	-0.0119202	0.00471237	0.000942474	0.00183095	0.999987	-2.69933e-05	0.000215722	-0.0140713	-0.00148594	0.0118699	-0.51728	0.999987	-0.00183095	0.000942474	-0.00471237
0.055	-2.79135e-08	-2.21548e-07	-2.17993e-07	-5.58269e-05	-0.000443096	-0.000435985	8.72665e-05	1.74533e-05	3.39066e-05	1	-2.85067e-05	-0.000227811	-0.000229253	-0.00154098	-0.012309	-0.0123603	0.00479964	0.000959927	0.00186485	0.999986	-2.85067e-05	0.000227811	-0.0145932	-0.00154098	0.012309	-0.52664	0.999986	-0.00186485	0.000959927	-0.00479964
0.056	-2.84285e-08	-2.25596e-07	-2.21892e-07	-5.68569e-05	-0.000451192	-0.000443784	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.00757e-05	-0.000240344	-0.000241837	-0.00159701	-0.0127561	-0.0128082	0.0048869	0.00097738	0.00189876	0.999986	-3.00757e-05	0.000240344	-0.0151246	-0.00159701	0.0127561	-0.535992	0.999986	-0.00189876	0.00097738	-0.0048869
0.057	-2.89437e-08	-2.29645e-07	-2.2579e-07	-5.78874e-05	-0.000459289	-0.000451579	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.17013e-05	-0.000253327	-0.000254874	-0.00165405	-0.0132112	-0.0132642	0.00497417	0.000994833	0.00193267	0.999985	-3.17013e-05	0.000253327	-0.0156652	-0.00165405	0.0132112	-0.545336	0.999985	-0.00193267	0.000994833	-0.00497417
0.058	-2.94592e-08	-2.33694e-07	-2.29685e-07	-5.89184e-05	-0.000467387	-0.000459369	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.33843e-05	-0.00026677	-0.00026837	-0.00171209	-0.0136742	-0.0137281	0.00506143	0.00101229	0.00196657	0.999985	-3.33843e-05	0.00026677	-0.0162152	-0.00171209	0.0136742	-0.554672	0.999985	-0.00196657	0.00101229	-0.00506143
0.059	-2.99749e-08	-2.37742e-07	-2.33577e-07	-5.99499e-05	-0.000475485	-0.000467155	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.51259e-05	-0.00028068	-0.000282334	-0.00177113	-0.0141452	-0.0141999	0.0051487	0.00102974	0.00200048	0.999984	-3.51259e-05	0.00028068	-0.0167746	-0.00177113	0.0141452	-0.564	0.999984	-0.00200048	0.00102974	-0.0051487
0.06	-3.0491e-08	-2.41792e-07	-2.37468e-07	-6.0982e-05	-0.000483584	-0.000474936	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.69271e-05	-0.000295064	-0.000296774	-0.00183117	-0.0146241	-0.0146797	0.00523596	0.00104719	0.00203438	0.999984	-3.69271e-05	0.000295064	-0.0173432	-0.00183117	0.0146241	-0.57332	0.999984	-0.00203438	0.00104719	-0.00523596
0.061	-3.10073e-08	-2.45842e-07	-2.41357e-07	-6.20145e-05	-0.000491684	-0.000482713	8.72665e-05	1.74533e-05	3.39066e-05	1	-3.87888e-05	-0.000309932	-0.000311697	-0.00189221	-0.015111	-0.0151674	0.00532323	0.00106465	0.00206829	0.999983	-3.87888e-05	0.000309932	-0.0179212	-0.00189221	0.015111	-0.582633	0.999983	-0.00206829	0.00106465	-0.00532323
0.062	-3.15238e-08	-2.49893e-07	-2.45242e-07	-6.30476e-05	-0.000499785	-0.000490484	8.72665e-05	1.74533e-05	3.39066e-05	1	-4.0712e-05	-0.00032529	-0.000327112	-0.00195425	-0.0156058	-0.015663	0.00541049	0.0010821	0.0021022	0.999983	-4.0712e-05	0.00032529	-0.0185085	-0.00195425	0.0156058	-0.591937	0.999983	-0.0021022	0.0010821	-0.00541049
