0	-0	-0	-0	0	0	0	
0.001	-0.001	-0.00799999	-0.00799999	0	0	0	
0.002	-0.002	-0.016	-0.016	0	0	0	
0.003	-0.003	-0.0239999	-0.0239999	0	0	0	
0.004	-0.00399999	-0.0319997	-0.0319997	0	0	0	
0.005	-0.00499998	-0.0399993	-0.0399993	0	0	0	
0.006	-0.00599996	-0.0479988	-0.0479988	0	0	0	
0.007	-0.00699994	-0.0559982	-0.0559982	0	0	0	
0.008	-0.00799991	-0.0639973	-0.0639973	0	0	0	
0.009	-0.00899988	-0.0719961	-0.0719961	0	0	0	
0.01	-0.00999983	-0.0799947	-0.0799947	0	0	0	
0.011	-0.0109998	-0.0879929	-0.0879929	0	0	0	
0.012	-0.0119997	-0.0959908	-0.0959908	0	0	0	
0.013	-0.0129996	-0.103988	-0.103988	0	0	0	
0.014	-0.0139995	-0.111985	-0.111985	0	0	0	
0.015	-0.0149994	-0.119982	-0.119982	0	0	0	
0.016	-0.0159993	-0.127978	-0.127978	0	0	0	
0.017	-0.0169992	-0.135974	-0.135974	0	0	0	
0.018	-0.017999	-0.143969	-0.143969	0	0	0	
0.019	-0.0189989	-0.151963	-0.151963	0	0	0	
0.02	-0.0199987	-0.159957	-0.159957	0	0	0	
0.021	-0.0209985	-0.167951	-0.167951	0	0	0	
0.022	-0.0219982	-0.175943	-0.175943	0	0	0	
0.023	-0.022998	-0.183935	-0.183935	0	0	0	
0.024	-0.0239977	-0.191926	-0.191926	0	0	0	
0.025	-0.0249974	-0.199917	-0.199917	0	0	0	
0.026	-0.0259971	-0.207906	-0.207906	0	0	0	
0.027	-0.0269967	-0.215895	-0.215895	0	0	0	
0.028	-0.0279963	-0.223883	-0.223883	0	0	0	
0.029	-0.0289959	-0.23187	-0.23187	0	0	0	
0.03	-0.0299955	-0.239856	-0.239856	0	0	0	
0.031	-0.030995	-0.247841	-0.247841	0	0	0	
0.032	-0.0319945	-0.255825	-0.255825	0	0	0	
0.033	-0.032994	-0.263808	-0.263808	0	0	0	
0.034	-0.0339934	-0.27179	-0.27179	0	0	0	
0.035	-0.0349929	-0.279771	-0.279771	0	0	0	
0.036	-0.0359922	-0.287751	-0.287751	0	0	0	
0.037	-0.0369916	-0.29573	-0.29573	0	0	0	
0.038	-0.0379909	-0.303707	-0.303707	0	0	0	
0.039	-0.0389901	-0.311684	-0.311684	0	0	0	
0.04	-0.0399893	-0.319659	-0.319659	0	0	0	
0.041	-0.0409885	-0.327633	-0.327633	0	0	0	
0.042	-0.0419877	-0.335605	-0.335605	0	0	0	
0.043	-0.0429868	-0.343576	-0.343576	0	0	0	
0.044	-0.0439858	-0.351546	-0.351546	0	0	0	
0.045	-0.0449848	-0.359514	-0.359514	0	0	0	
0.046	-0.0459838	-0.367481	-0.367481	0	0	0	
0.047	-0.0469827	-0.375447	-0.375447	0	0	0	
0.048	-0.0479816	-0.38341	-0.38341	0	0	0	
0.049	-0.0489804	-0.391373	-0.391373	0	0	0	
0.05	-0.0499792	-0.399334	-0.399334	0	0	0	
0.051	-0.0509779	-0.407293	-0.407293	0	0	0	
0.052	-0.0519766	-0.41525	-0.41525	0	0	0	
0.053	-0.0529752	-0.423206	-0.423206	0	0	0	
0.054	-0.0539738	-0.431161	-0.431161	0	0	0	
0.055	-0.0549723	-0.439113	-0.439113	0	0	0	
0.056	-0.0559707	-0.447064	-0.447064	0	0	0	
0.057	-0.0569691	-0.455013	-0.455013	0	0	0	
0.058	-0.0579675	-0.46296	-0.46296	0	0	0	
0.059	-0.0589658	-0.470905	-0.470905	0	0	0	
0.06	-0.059964	-0.478849	-0.478849	0	0	0	
0.061	-0.0609622	-0.48679	-0.48679	0	0	0	
0.062	-0.0619603	-0.49473	-0.49473	0	0	0	
0.063	-0.0629583	-0.502667	-0.502667	0	0	0	
0.064	-0.0639563	-0.510603	-0.510603	0	0	0	
0.065	-0.0649542	-0.518537	-0.518537	0	0	0	
0.066	-0.0659521	-0.526468	-0.526468	0	0	0	
0.067	-0.0669499	-0.534397	-0.534397	0	0	0	
0.068	-0.0679476	-0.542325	-0.542325	0	0	0	
0.069	-0.0689453	-0.55025	-0.55025	0	0	0	
0.07	-0.0699428	-0.558172	-0.558172	0	0	0	
0.071	-0.0709404	-0.566093	-0.566093	0	0	0	
0.072	-0.0719378	-0.574011	-0.574011	0	0	0	
0.073	-0.0729352	-0.581927	-0.581927	0	0	0	
0.074	-0.0739325	-0.589841	-0.589841	0	0	0	
0.075	-0.0749297	-0.597753	-0.597753	0	0	0	
0.076	-0.0759269	-0.605661	-0.605661	0	0	0	
0.077	-0.0769239	-0.613568	-0.613568	0	0	0	
0.078	-0.0779209	-0.621472	-0.621472	0	0	0	
0.079	-0.0789179	-0.629374	-0.629374	0	0	0	
0.08	-0.0799147	-0.637273	-0.637273	0	0	0	
0.081	-0.0809115	-0.645169	-0.645169	0	0	0	
0.082	-0.0819081	-0.653063	-0.653063	0	0	0	
0.083	-0.0829047	-0.660955	-0.660955	0	0	0	
0.084	-0.0839013	-0.668843	-0.668843	0	0	0	
0.085	-0.0848977	-0.676729	-0.676729	0	0	0	
0.086	-0.085894	-0.684613	-0.684613	0	0	0	
0.087	-0.0868903	-0.692493	-0.692493	0	0	0	
0.088	-0.0878865	-0.700371	-0.700371	0	0	0	
